tconst,title_key,startYear,year_film,oscar_num_nominations,oscar_num_wins,oscar_was_nominated,oscar_was_winner,year_diff
tt0052600,ballad of a soldier,1959,1961,1,0,1,0,2.0
tt0018526,underworld,1927,1927,1,1,1,1,0.0
tt0042876,rashomon,1950,1951,1,1,1,1,1.0
tt0078754,all that jazz,1979,1979,9,4,1,1,0.0
tt0077405,days of heaven,1978,1978,4,1,1,1,0.0
tt0074751,king kong,1976,1976,3,1,1,1,0.0
tt0054047,the magnificent seven,1960,1960,1,0,1,0,0.0
tt0067402,mary queen of scots,1971,1971,5,0,1,0,0.0
tt0090110,sweet dreams,1985,1985,1,0,1,0,0.0
tt0038589,the harvey girls,1946,1946,2,1,1,1,0.0
tt7349662,blackkklansman,2018,2018,6,1,1,1,0.0
tt0086423,tender mercies,1983,1983,5,2,1,1,0.0
tt1568346,the girl with the dragon tattoo,2011,2011,5,1,1,1,0.0
tt0037885,love letters,1945,1945,4,0,1,0,0.0
tt0388795,brokeback mountain,2005,2005,8,3,1,1,0.0
tt0103939,chaplin,1992,1992,3,0,1,0,0.0
tt0112379,antonia s line,1995,1995,1,1,1,1,0.0
tt0049261,giant,1956,1956,10,1,1,1,0.0
tt0035979,heaven can wait,1943,1943,3,0,1,0,0.0
tt0174856,the hurricane,1999,1999,1,0,1,0,0.0
tt0042451,father of the bride,1950,1950,3,0,1,0,0.0
tt0031398,gunga din,1939,1939,1,0,1,0,0.0
tt0035567,woman of the year,1942,1942,2,1,1,1,0.0
tt0089755,out of africa,1985,1985,11,7,1,1,0.0
tt2953050,encanto,2021,2021,3,1,1,1,0.0
tt0070903,the way we were,1973,1973,6,2,1,1,0.0
tt2180411,into the woods,2014,2014,3,0,1,0,0.0
tt0038000,pride of the marines,1945,1945,1,0,1,0,0.0
tt0054042,macario,1960,1960,1,0,1,0,0.0
tt0028216,san francisco,1936,1936,6,1,1,1,0.0
tt9586294,better days,2019,2020,1,0,1,0,1.0
tt3315342,logan,2017,2017,1,0,1,0,0.0
tt0053137,on the beach,1959,1959,2,0,1,0,0.0
tt0031002,the young in heart,1938,1938,3,0,1,0,0.0
tt0029310,night must fall,1937,1937,2,0,1,0,0.0
tt0037469,the woman in the window,1944,1945,1,0,1,0,1.0
tt0108551,what s love got to do with it,1993,1993,2,0,1,0,0.0
tt0048380,mister roberts,1955,1955,3,1,1,1,0.0
tt3040964,the jungle book,2016,2016,1,1,1,1,0.0
tt0780504,drive,2011,2011,1,0,1,0,0.0
tt0062467,wait until dark,1967,1967,1,0,1,0,0.0
tt10633456,minari,2020,2020,6,1,1,1,0.0
tt1211837,doctor strange,2016,2016,1,0,1,0,0.0
tt0076085,a special day,1977,1977,2,0,1,0,0.0
tt0062952,faces,1968,1968,3,0,1,0,0.0
tt0056048,gypsy,1962,1962,3,0,1,0,0.0
tt0112373,anne frank remembered,1995,1995,1,1,1,1,0.0
tt2543472,wonder,2017,2017,1,0,1,0,0.0
tt1263670,crazy heart,2009,2009,3,2,1,1,0.0
tt3450958,war for the planet of the apes,2017,2017,1,0,1,0,0.0
tt0308644,finding neverland,2004,2004,7,1,1,1,0.0
tt2358891,the great beauty,2013,2013,1,1,1,1,0.0
tt0078872,the black stallion,1979,1979,3,1,1,1,0.0
tt3521126,the disaster artist,2017,2017,1,0,1,0,0.0
tt0033722,hold back the dawn,1941,1941,6,0,1,0,0.0
tt0064276,easy rider,1969,1969,2,0,1,0,0.0
tt0475276,united 93,2006,2006,2,0,1,0,0.0
tt0082945,prince of the city,1981,1981,1,0,1,0,0.0
tt2015381,guardians of the galaxy,2014,2014,2,0,1,0,0.0
tt0058576,seven days in may,1964,1964,2,0,1,0,0.0
tt0056196,long day s journey into night,1962,1962,1,0,1,0,0.0
tt0048337,a man called peter,1955,1955,1,0,1,0,0.0
tt0482571,the prestige,2006,2006,2,0,1,0,0.0
tt0033836,the little foxes,1941,1941,9,0,1,0,0.0
tt0078723,1941,1979,1979,3,0,1,0,0.0
tt0903624,the hobbit an unexpected journey,2012,2012,3,0,1,0,0.0
tt0404203,little children,2006,2006,3,0,1,0,0.0
tt0426578,sophie scholl the final days,2005,2005,1,0,1,0,0.0
tt0034241,sun valley serenade,1941,1941,3,0,1,0,0.0
tt1020072,selma,2014,2014,2,1,1,1,0.0
tt5895028,13th,2016,2016,1,0,1,0,0.0
tt0031762,only angels have wings,1939,1939,2,0,1,0,0.0
tt0120789,pleasantville,1998,1998,3,0,1,0,0.0
tt0382330,as it is in heaven,2004,2004,1,0,1,0,0.0
tt3281548,little women,2019,2019,6,1,1,1,0.0
tt0069824,brother sun sister moon,1972,1973,1,0,1,0,1.0
tt2066051,rocketman,2019,2019,1,1,1,1,0.0
tt0138097,shakespeare in love,1998,1998,13,7,1,1,0.0
tt0057012,dr strangelove or how i learned to stop worrying and love the bomb,1964,1964,4,0,1,0,0.0
tt0039677,odd man out,1947,1947,1,0,1,0,0.0
tt0099073,avalon,1990,1990,4,0,1,0,0.0
tt0099487,edward scissorhands,1990,1990,1,0,1,0,0.0
tt0099810,the hunt for red october,1990,1990,3,1,1,1,0.0
tt0120382,the truman show,1998,1998,3,0,1,0,0.0
tt0046874,the country girl,1954,1954,7,2,1,1,0.0
tt0962736,the young victoria,2009,2009,3,1,1,1,0.0
tt0087003,broadway danny rose,1984,1984,2,0,1,0,0.0
tt0043014,sunset blvd,1950,1950,11,3,1,1,0.0
tt0118540,4 little girls,1997,1997,1,0,1,0,0.0
tt0065976,let it be,1969,1970,1,1,1,1,1.0
tt0064482,in the year of the pig,1968,1969,1,0,1,0,1.0
tt1860355,undefeated,2011,2011,1,1,1,1,0.0
tt0376541,closer,2004,2004,2,0,1,0,0.0
tt0065988,little big man,1970,1970,1,0,1,0,0.0
tt0049833,the ten commandments,1956,1956,7,1,1,1,0.0
tt0061418,bonnie and clyde,1967,1967,10,2,1,1,0.0
tt0033787,king of the zombies,1941,1941,1,0,1,0,0.0
tt0039420,the ghost and mrs muir,1947,1947,1,0,1,0,0.0
tt0053779,la dolce vita,1960,1961,4,1,1,1,1.0
tt0051739,the horse s mouth,1958,1958,1,0,1,0,0.0
tt1132620,the girl with the dragon tattoo,2009,2011,5,1,1,1,2.0
tt0116905,lone star,1996,1996,1,0,1,0,0.0
tt0084516,poltergeist,1982,1982,3,0,1,0,0.0
tt0054412,tunes of glory,1960,1960,1,0,1,0,0.0
tt0035140,now voyager,1942,1942,3,1,1,1,0.0
tt0085478,educating rita,1983,1983,3,0,1,0,0.0
tt0038975,the spiral staircase,1946,1946,1,0,1,0,0.0
tt0450259,blood diamond,2006,2006,5,0,1,0,0.0
tt0047528,la strada,1954,1956,2,1,1,1,2.0
tt0070735,the sting,1973,1973,10,7,1,1,0.0
tt0166813,spirit stallion of the cimarron,2002,2002,1,0,1,0,0.0
tt0049259,gervaise,1956,1956,1,0,1,0,0.0
tt0063483,rachel rachel,1968,1968,4,0,1,0,0.0
tt0089748,when father was away on business,1985,1985,1,0,1,0,0.0
tt0097216,do the right thing,1989,1989,2,0,1,0,0.0
tt0040705,portrait of jennie,1948,1948,2,1,1,1,0.0
tt0094027,stand and deliver,1988,1988,1,0,1,0,0.0
tt0085244,the big chill,1983,1983,3,0,1,0,0.0
tt0120855,tarzan,1997,1999,1,1,1,1,2.0
tt0050490,heaven knows mr allison,1957,1957,2,0,1,0,0.0
tt0268126,adaptation,2002,2002,4,1,1,1,0.0
tt2852406,omar,2013,2013,1,0,1,0,0.0
tt7979580,the mitchells vs the machines,2021,2021,1,0,1,0,0.0
tt6571548,the white tiger,2021,2020,1,0,1,0,1.0
tt0080928,inside moves,1980,1980,1,0,1,0,0.0
tt0048347,the man with the golden arm,1955,1955,3,0,1,0,0.0
tt1305806,the secret in their eyes,2009,2009,1,1,1,1,0.0
tt0126029,shrek,2001,2001,2,1,1,1,0.0
tt0019429,street angel,1928,1927,1,1,1,1,1.0
tt1866249,the sessions,2012,2012,1,0,1,0,0.0
tt0068161,the dawns here are quiet,1972,1972,1,0,1,0,0.0
tt3316960,still alice,2014,2014,1,1,1,1,0.0
tt0292542,son of the bride,2001,2001,1,0,1,0,0.0
tt1667353,mirror mirror,2012,2012,1,0,1,0,0.0
tt0018379,7th heaven,1927,1927,5,3,1,1,0.0
tt0042286,broken arrow,1950,1950,3,0,1,0,0.0
tt0107207,in the name of the father,1993,1993,7,0,1,0,0.0
tt3966404,mustang,2015,2015,1,0,1,0,0.0
tt0172493,girl interrupted,1999,1999,1,1,1,1,0.0
tt1164999,biutiful,2010,2010,2,0,1,0,0.0
tt0019412,speedy,1928,1927,1,0,1,0,1.0
tt1613750,kon tiki,2012,2012,1,0,1,0,0.0
tt2321405,my life as a zucchini,2016,2016,1,0,1,0,0.0
tt0052654,the bridge,1959,1959,1,0,1,0,0.0
tt0498380,letters from iwo jima,2006,2006,4,1,1,1,0.0
tt0101921,fried green tomatoes,1991,1991,2,0,1,0,0.0
tt0117951,trainspotting,1996,1996,1,0,1,0,0.0
tt0033774,johnny eager,1941,1942,1,1,1,1,1.0
tt0489327,venus,2006,2006,1,0,1,0,0.0
tt0120802,the red violin,1998,1999,1,1,1,1,1.0
tt0045883,hondo,1953,1953,2,0,1,0,0.0
tt0061781,the firemen s ball,1967,1968,1,0,1,0,1.0
tt1403865,true grit,2010,2010,10,0,1,0,0.0
tt0102138,jfk,1991,1991,8,2,1,1,0.0
tt0076740,sorcerer,1977,1977,1,0,1,0,0.0
tt0050681,man of a thousand faces,1957,1957,1,0,1,0,0.0
tt0978759,frozen river,2008,2008,2,0,1,0,0.0
tt0036098,lassie come home,1943,1943,1,0,1,0,0.0
tt0060934,the sand pebbles,1966,1966,8,0,1,0,0.0
tt0870111,frost nixon,2008,2008,5,0,1,0,0.0
tt0086465,trading places,1983,1983,1,0,1,0,0.0
tt0056825,america america,1963,1963,4,1,1,1,0.0
tt0037415,the uninvited,1944,1944,1,0,1,0,0.0
tt0070666,serpico,1973,1973,2,0,1,0,0.0
tt0335266,lost in translation,2003,2003,4,1,1,1,0.0
tt0065782,sunflower,1970,1970,1,0,1,0,0.0
tt1408101,star trek into darkness,2013,2013,1,0,1,0,0.0
tt0116695,jerry maguire,1996,1996,5,1,1,1,0.0
tt0068883,ludwig,1973,1973,1,0,1,0,0.0
tt0051411,the big country,1958,1958,2,1,1,1,0.0
tt0052357,vertigo,1958,1958,2,0,1,0,0.0
tt0035093,mrs miniver,1942,1942,12,6,1,1,0.0
tt0212720,a i artificial intelligence,2001,2001,2,0,1,0,0.0
tt0027532,dodsworth,1936,1936,7,1,1,1,0.0
tt0055257,one eyed jacks,1961,1961,1,0,1,0,0.0
tt2113681,the 100 year old man who climbed out the window and disappeared,2013,2015,1,0,1,0,2.0
tt0086370,the sting ii,1983,1983,1,0,1,0,0.0
tt0435761,toy story 3,2010,2010,5,2,1,1,0.0
tt0119008,donnie brasco,1997,1997,1,0,1,0,0.0
tt0061407,the taming of the shrew,1967,1967,2,0,1,0,0.0
tt0042046,the window,1949,1949,1,0,1,0,0.0
tt0052918,imitation of life,1959,1959,2,0,1,0,0.0
tt0046672,20 000 leagues under the sea,1954,1954,3,2,1,1,0.0
tt0054387,the time machine,1960,1960,1,1,1,1,0.0
tt8649186,corpus christi,2019,2019,1,0,1,0,0.0
tt0103791,belle epoque,1992,1993,1,1,1,1,1.0
tt0319061,big fish,2003,2003,1,0,1,0,0.0
tt0106881,fearless,1993,1993,1,0,1,0,0.0
tt0068646,the godfather,1972,1972,11,3,1,1,0.0
tt0031971,stagecoach,1939,1939,7,2,1,1,0.0
tt0133093,the matrix,1999,1999,4,4,1,1,0.0
tt0265086,black hawk down,2001,2001,4,2,1,1,0.0
tt0037077,the miracle of morgan s creek,1944,1944,1,0,1,0,0.0
tt0037614,the corn is green,1945,1945,2,0,1,0,0.0
tt0424205,joyeux noel,2005,2005,1,0,1,0,0.0
tt1343092,the great gatsby,2013,2013,2,2,1,1,0.0
tt0047849,bad day at black rock,1955,1955,3,0,1,0,0.0
tt0041928,the stratton story,1949,1949,1,1,1,1,0.0
tt0072973,farewell my lovely,1975,1975,1,0,1,0,0.0
tt0084591,reuben reuben,1983,1983,2,0,1,0,0.0
tt0039370,the farmer s daughter,1947,1947,2,1,1,1,0.0
tt0436613,murderball,2005,2005,1,0,1,0,0.0
tt0190332,crouching tiger hidden dragon,2000,2000,10,4,1,1,0.0
tt0063050,the heart is a lonely hunter,1968,1968,2,0,1,0,0.0
tt0421715,the curious case of benjamin button,2008,2008,13,3,1,1,0.0
tt0124207,the thief,1997,1997,1,0,1,0,0.0
tt0277027,i am sam,2001,2001,1,0,1,0,0.0
tt0100211,music box,1989,1989,1,0,1,0,0.0
tt0108101,shadowlands,1993,1993,2,0,1,0,0.0
tt0059309,in harm s way,1965,1965,1,0,1,0,0.0
tt0052561,anatomy of a murder,1959,1959,7,0,1,0,0.0
tt0035417,the talk of the town,1942,1942,7,0,1,0,0.0
tt1787725,if a tree falls a story of the earth liberation front,2011,2011,1,0,1,0,0.0
tt0094226,the untouchables,1987,1987,4,1,1,1,0.0
tt0094828,camille claudel,1988,1989,2,0,1,0,1.0
tt0057229,the red lanterns,1963,1963,1,0,1,0,0.0
tt2562232,birdman or the unexpected virtue of ignorance,2014,2014,9,4,1,1,0.0
tt0070509,the paper chase,1973,1973,3,1,1,1,0.0
tt0457496,street fight,2005,2005,1,0,1,0,0.0
tt0036962,it happened tomorrow,1944,1944,2,0,1,0,0.0
tt0066491,tristana,1970,1970,1,0,1,0,0.0
tt2852470,the missing picture,2013,2013,1,0,1,0,0.0
tt6016744,the edge of democracy,2019,2019,1,0,1,0,0.0
tt7653254,marriage story,2019,2019,6,1,1,1,0.0
tt0114709,toy story,1995,1995,4,1,1,1,0.0
tt2304771,mandela long walk to freedom,2013,2013,1,0,1,0,0.0
tt2103281,dawn of the planet of the apes,2014,2014,1,0,1,0,0.0
tt1564916,head over heels,2010,2012,1,0,1,0,2.0
tt0497116,an inconvenient truth,2006,2006,2,2,1,1,0.0
tt1618448,racing extinction,2015,2015,1,0,1,0,0.0
tt6053438,first reformed,2017,2018,1,0,1,0,1.0
tt0119815,four days in september,1997,1997,1,0,1,0,0.0
tt0082158,chariots of fire,1981,1981,7,4,1,1,0.0
tt3896198,guardians of the galaxy vol 2,2017,2017,1,0,1,0,0.0
tt0058331,mary poppins,1964,1964,13,5,1,1,0.0
tt0117372,the preacher s wife,1996,1996,1,0,1,0,0.0
tt0069303,sounder,1972,1972,4,0,1,0,0.0
tt5027774,three billboards outside ebbing missouri,2017,2017,7,2,1,1,0.0
tt0499549,avatar,2009,2009,9,3,1,1,0.0
tt0087469,indiana jones and the temple of doom,1984,1984,2,1,1,1,0.0
tt0059573,a patch of blue,1965,1965,5,1,1,1,0.0
tt0209144,memento,2000,2001,2,0,1,0,1.0
tt0048947,anastasia,1956,1956,2,1,1,1,0.0
tt0816442,the book thief,2013,2013,1,0,1,0,0.0
tt0064107,a boy named charlie brown,1969,1970,1,0,1,0,1.0
tt4080728,a man called ove,2015,2016,2,0,1,0,1.0
tt0240200,water,2005,2006,1,0,1,0,1.0
tt0040725,the red shoes,1948,1948,5,2,1,1,0.0
tt3409392,timbuktu,2014,2014,1,0,1,0,0.0
tt0055913,divorce italian style,1961,1962,3,1,1,1,1.0
tt0062277,i even met happy gypsies,1967,1967,1,0,1,0,0.0
tt0318462,the motorcycle diaries,2004,2004,2,1,1,1,0.0
tt1554091,a better life,2011,2011,1,0,1,0,0.0
tt1313092,animal kingdom,2010,2010,1,0,1,0,0.0
tt0086637,zelig,1983,1983,2,0,1,0,0.0
tt0168629,dancer in the dark,2000,2000,1,0,1,0,0.0
tt0065724,five easy pieces,1970,1970,4,0,1,0,0.0
tt0046816,the caine mutiny,1954,1954,7,0,1,0,0.0
tt0045161,the sniper,1952,1952,1,0,1,0,0.0
tt0056217,the man who shot liberty valance,1962,1962,1,0,1,0,0.0
tt4284010,what happened miss simone,2015,2015,1,0,1,0,0.0
tt5275892,o j made in america,2016,2016,1,1,1,1,0.0
