tconst,rt_id,rt_movie_title,rt_year,rt_tomatometer_rating,rt_tomatometer_count,rt_audience_rating,rt_audience_count,rt_runtime_minutes,rt_high,rt_certified_fresh,candidate_count,year_diff,runtime_diff
tt0390022,6395,Friday Night Lights,2004.0,81,172,85.0,185760.0,117.0,1.0,1,1,0.0,1.0
tt0393162,4484,Coach Carter,2005.0,64,150,85.0,406635.0,136.0,0.0,0,1,0.0,0.0
tt0396857,12385,Shadowboxer,2005.0,19,57,37.0,65041.0,93.0,0.0,0,1,0.0,0.0
tt0397044,3563,Blood and Chocolate,2007.0,11,74,52.0,158346.0,98.0,0.0,0,1,0.0,0.0
tt0397065,7511,House of Wax,2005.0,26,156,42.0,404526.0,113.0,0.0,0,1,0.0,0.0
tt0397535,9712,Memoirs of a Geisha,2005.0,35,163,83.0,464828.0,105.0,0.0,0,1,0.0,40.0
tt0398808,3823,Bridge to Terabithia,2007.0,85,157,70.0,468456.0,94.0,1.0,1,1,0.0,2.0
tt0398842,13854,The Celestine Prophecy,2006.0,4,23,53.0,19601.0,99.0,0.0,0,1,0.0,0.0
tt0399295,9166,Lord of War,2005.0,62,146,85.0,389972.0,122.0,0.0,0,1,0.0,0.0
tt0401711,10975,Paris Je T'aime,2007.0,87,112,84.0,192556.0,120.0,1.0,1,1,1.0,0.0
tt0401792,12579,Sin City,2005.0,77,250,78.0,32222563.0,124.0,1.0,1,1,0.0,0.0
tt0401815,13440,Tamara,2006.0,32,28,38.0,92213.0,98.0,0.0,0,1,1.0,0.0
tt0402230,6883,The Great New Wonderful,2006.0,73,41,45.0,18687.0,88.0,0.0,0,1,1.0,0.0
tt0402406,10527,The Nomi Song,2005.0,94,35,86.0,1007.0,96.0,1.0,0,1,1.0,2.0
tt0402743,1510,Abominable,2006.0,67,15,40.0,9125.0,94.0,0.0,0,1,0.0,0.0
tt0403016,13291,Supercross,2005.0,5,74,62.0,47223.0,81.0,0.0,0,1,0.0,1.0
tt0404203,9033,Little Children,2006.0,80,161,82.0,95435.0,136.0,1.0,1,1,0.0,1.0
tt0405094,14487,The Lives of Others,2006.0,93,160,96.0,121571.0,138.0,1.0,1,1,0.0,1.0
tt0407265,15447,Transamerica,2006.0,77,139,83.0,68039.0,103.0,1.0,1,1,1.0,0.0
tt0408236,13337,Sweeney Todd: The Demon Barber of Fleet Street,2007.0,85,226,81.0,1695874.0,116.0,1.0,1,1,0.0,0.0
tt0408345,6124,Firewall,2006.0,18,158,37.0,268339.0,105.0,0.0,0,1,0.0,0.0
tt0408524,2980,Bad News Bears,2005.0,48,161,46.0,76676.0,113.0,0.0,0,1,0.0,0.0
tt0408777,14023,The Edukators,2005.0,70,76,89.0,22713.0,124.0,0.0,0,1,1.0,3.0
tt0409011,9288,Lovewrecked,,17,6,,,86.0,0.0,0,1,,1.0
tt0410097,7597,Hustle & Flow,2005.0,82,158,83.0,120142.0,116.0,1.0,1,1,0.0,0.0
tt0410407,10811,Orwell Rolls in His Grave,2003.0,79,24,91.0,1177.0,103.0,1.0,0,1,0.0,19.0
tt0411061,1982,88 Minutes,2008.0,5,122,44.0,103906.0,107.0,0.0,0,1,1.0,1.0
tt0411195,1461,Breakfast on Pluto,2005.0,57,120,80.0,85983.0,129.0,0.0,0,1,0.0,1.0
tt0411646,1558,Michael Moore Hates America,2004.0,75,8,60.0,2571.0,95.0,1.0,0,1,0.0,30.0
tt0412019,3866,Broken Flowers,2005.0,87,194,70.0,95450.0,106.0,1.0,1,1,0.0,0.0
tt0412922,9044,Little Manhattan,2005.0,77,30,86.0,22746.0,90.0,1.0,0,1,0.0,6.0
tt0415855,7477,Hotel,2003.0,41,27,31.0,1421.0,109.0,0.0,0,1,1.0,33.0
tt0415978,9658,Me and You and Everyone We Know,2005.0,82,118,84.0,46660.0,90.0,1.0,1,1,0.0,1.0
tt0416320,9608,Match Point,2005.0,76,216,81.0,250601.0,124.0,1.0,1,1,0.0,0.0
tt0419946,9545,The Marine,2006.0,20,46,60.0,288969.0,92.0,0.0,0,1,0.0,0.0
tt0419984,10095,Mr. Woodcock,2007.0,13,110,32.0,246592.0,87.0,0.0,0,1,0.0,0.0
tt0420223,13169,Stranger Than Fiction,2006.0,72,174,85.0,401878.0,113.0,0.0,1,1,0.0,0.0
tt0420757,9438,Man About Town,2006.0,38,8,29.0,5559.0,99.0,0.0,0,1,0.0,3.0
tt0421082,4620,Control,2007.0,88,113,89.0,48445.0,122.0,1.0,1,1,0.0,0.0
tt0421715,4795,The Curious Case of Benjamin Button,2008.0,71,247,80.0,690447.0,166.0,0.0,1,1,0.0,0.0
tt0421729,1465,Big Momma's House 2,2006.0,6,72,58.0,564724.0,97.0,0.0,0,1,0.0,2.0
tt0422093,5197,Diary of a Mad Black Woman,2005.0,16,114,87.0,89152.0,103.0,0.0,0,1,0.0,13.0
tt0422401,7129,Hatchet,2006.0,52,46,45.0,13757.0,84.0,0.0,0,1,0.0,9.0
tt0422779,10153,"Murder, Set, Pieces",2004.0,36,11,25.0,2263.0,83.0,0.0,0,1,0.0,22.0
tt0424345,4448,Clerks II,2006.0,63,162,84.0,285761.0,97.0,0.0,0,1,0.0,0.0
tt0424823,3010,Balls of Fury,2007.0,22,130,32.0,323994.0,90.0,0.0,0,1,0.0,0.0
tt0424863,1667,The Book of Revelation,,69,13,42.0,1348.0,117.0,0.0,0,1,,1.0
tt0424993,5676,Employee of the Month,2006.0,20,91,53.0,422007.0,108.0,0.0,0,1,0.0,5.0
tt0425112,7470,Hot Fuzz,2007.0,91,203,89.0,565552.0,121.0,1.0,1,1,0.0,0.0
tt0425210,9306,Lucky Number Slevin,2006.0,51,154,87.0,336771.0,110.0,0.0,0,1,0.0,0.0
tt0426931,2875,August Rush,2007.0,36,125,82.0,229219.0,114.0,0.0,0,1,0.0,0.0
tt0427089,4598,Confetti,2006.0,57,76,48.0,20378.0,100.0,0.0,0,1,0.0,0.0
tt0427152,5225,Dinner for Schmucks,2010.0,41,189,42.0,119406.0,114.0,0.0,0,1,0.0,0.0
tt0427229,5907,Failure to Launch,2006.0,24,150,52.0,438380.0,96.0,0.0,0,1,0.0,1.0
tt0427309,6877,The Great Debaters,2007.0,79,130,86.0,116767.0,127.0,1.0,1,1,0.0,1.0
tt0427944,13555,Thank You for Smoking,2006.0,86,179,87.0,258515.0,95.0,1.0,1,1,1.0,3.0
tt0428251,1448,Venom,2005.0,11,62,21.0,17631.0,85.0,0.0,0,1,0.0,2.0
tt0429573,2538,An American Haunting,2006.0,13,69,36.0,89096.0,91.0,0.0,0,1,1.0,8.0
tt0429591,2755,Aquamarine,2006.0,51,88,61.0,296529.0,103.0,0.0,0,1,0.0,7.0
tt0430308,6571,Get Rich or Die Tryin',2005.0,16,120,70.0,298052.0,116.0,0.0,0,1,0.0,1.0
tt0430576,14836,The Secret Life of Words,2006.0,69,39,86.0,7221.0,112.0,0.0,0,1,1.0,3.0
tt0430779,5817,Everyone's Hero,2006.0,42,69,44.0,76595.0,87.0,0.0,0,1,0.0,0.0
tt0430912,3068,Basic Instinct 2,2006.0,7,153,26.0,89113.0,117.0,0.0,0,1,0.0,3.0
tt0432291,6224,The Fog,2005.0,4,70,19.0,228575.0,100.0,0.0,0,1,0.0,0.0
tt0433383,1452,"Good Night, And Good Luck",2005.0,93,223,83.0,142685.0,90.0,1.0,1,1,0.0,3.0
tt0433386,6943,The Grudge 2,2006.0,12,76,40.0,253374.0,102.0,0.0,0,1,0.0,0.0
tt0433416,10289,The Namesake,2006.0,86,133,79.0,64282.0,122.0,1.0,1,1,0.0,0.0
tt0433442,11756,The Return,2006.0,16,56,32.0,192208.0,85.0,0.0,0,1,0.0,0.0
tt0435761,15415,Toy Story 3,2010.0,98,305,89.0,606931.0,103.0,1.0,1,1,0.0,0.0
tt0436629,10390,New York Doll,2005.0,90,51,89.0,4051.0,78.0,1.0,1,1,0.0,3.0
tt0436697,11495,The Queen,2006.0,96,197,76.0,175549.0,103.0,1.0,1,1,0.0,0.0
tt0436971,1472,Why We Fight,2006.0,79,112,88.0,67634.0,98.0,1.0,1,1,1.0,0.0
tt0438205,9349,Mad Hot Ballroom,2005.0,84,121,83.0,8365.0,110.0,1.0,1,1,0.0,5.0
tt0438427,12536,Side Effects,2005.0,11,9,29.0,865.0,90.0,0.0,0,1,0.0,0.0
tt0440963,3727,The Bourne Ultimatum,2007.0,92,264,91.0,1922540.0,115.0,1.0,1,1,0.0,0.0
tt0441773,8606,Kung Fu Panda,2008.0,87,185,82.0,585078.0,88.0,1.0,1,1,0.0,4.0
tt0443295,16586,"Yours, Mine & Ours",2005.0,6,107,51.0,398037.0,88.0,0.0,0,1,0.0,0.0
tt0443431,2694,Another Gay Movie,2006.0,40,5,61.0,33352.0,94.0,0.0,0,1,0.0,2.0
tt0445990,7981,Invincible,2006.0,72,134,73.0,87611.0,104.0,0.0,0,1,0.0,1.0
tt0446055,14972,The Trials of Darryl Hunt,2007.0,100,11,88.0,2203.0,113.0,1.0,0,1,1.0,7.0
tt0446719,8024,Isolation,2006.0,64,11,35.0,2814.0,95.0,0.0,0,1,1.0,0.0
tt0448134,13273,Sunshine,2007.0,76,168,73.0,168264.0,107.0,1.0,1,1,0.0,0.0
tt0449059,9048,Little Miss Sunshine,2006.0,91,214,91.0,426942.0,110.0,1.0,1,1,0.0,9.0
tt0449487,151,Passengers,2008.0,19,31,35.0,29506.0,93.0,0.0,0,1,0.0,0.0
tt0450259,3569,Blood Diamond,2006.0,63,216,90.0,568615.0,143.0,0.0,0,1,0.0,0.0
tt0450336,1582,Blood Creek,2009.0,43,7,30.0,2020.0,90.0,0.0,0,1,0.0,0.0
tt0450345,15070,The Wicker Man,2006.0,15,107,17.0,88555.0,106.0,0.0,0,1,0.0,4.0
tt0450405,15803,Cirque du Freak: The Vampire's Assistant,2009.0,38,139,42.0,495110.0,109.0,0.0,0,1,0.0,10.0
tt0451069,6829,The Gospel,2005.0,32,37,75.0,16168.0,103.0,0.0,0,1,0.0,2.0
tt0452039,9836,Mind Game,2004.0,100,10,93.0,3371.0,104.0,1.0,0,1,0.0,1.0
tt0452598,4260,Cheaper by the Dozen 2,2005.0,6,94,57.0,568248.0,93.0,0.0,0,1,0.0,1.0
tt0452625,6789,Good Luck Chuck,2007.0,5,115,57.0,318758.0,101.0,0.0,0,1,0.0,0.0
tt0452694,15295,The Time Traveler's Wife,2009.0,39,158,59.0,982849.0,108.0,0.0,0,1,0.0,1.0
tt0453494,7439,Hoot,2006.0,26,98,55.0,76429.0,91.0,0.0,0,1,0.0,4.0
tt0455499,6511,Garfield: A Tail of Two Kitties,2006.0,11,74,43.0,105567.0,78.0,0.0,0,1,0.0,4.0
tt0455590,8733,The Last King of Scotland,2006.0,87,184,89.0,257983.0,123.0,1.0,1,1,0.0,0.0
tt0455612,9371,Madea's Family Reunion,2006.0,25,57,94.0,40200.0,107.0,0.0,0,1,0.0,0.0
tt0455857,16171,When a Stranger Calls,2006.0,9,93,44.0,477400.0,87.0,0.0,0,1,0.0,0.0
tt0457430,10927,Pan's Labyrinth,2006.0,95,232,91.0,636214.0,115.0,1.0,1,1,0.0,3.0
tt0457496,62,Street Fight,2005.0,100,22,93.0,2988.0,86.0,1.0,0,1,0.0,3.0
tt0460766,94,Deep Water,2006.0,96,55,87.0,4961.0,93.0,1.0,1,1,0.0,0.0
tt0460791,13595,The Fall,2006.0,61,108,85.0,103842.0,117.0,0.0,0,1,0.0,0.0
tt0461694,6304,Four Minutes,2007.0,75,24,85.0,3762.0,112.0,1.0,0,1,1.0,0.0
tt0462229,4501,Code Name: The Cleaner,2007.0,4,83,38.0,38618.0,91.0,0.0,0,1,0.0,7.0
tt0462244,4828,Daddy Day Camp,2007.0,1,79,38.0,160279.0,85.0,0.0,0,1,0.0,4.0
tt0462396,8736,The Last Legion,2007.0,15,55,34.0,94761.0,101.0,0.0,0,1,0.0,0.0
tt0462579,15477,The Treatment,2006.0,68,41,33.0,1660.0,86.0,0.0,0,1,0.0,0.0
tt0464061,11684,I'm Reed Fish,2007.0,52,21,41.0,5705.0,93.0,0.0,0,1,1.0,0.0
tt0465142,2524,American Dreamz,2006.0,38,182,31.0,96075.0,108.0,0.0,0,1,0.0,1.0
tt0466342,1471,Date Movie,2006.0,7,87,35.0,513821.0,88.0,0.0,0,1,0.0,5.0
tt0468094,11878,The Road To Guantanamo,2006.0,86,97,83.0,27047.0,95.0,1.0,1,1,0.0,0.0
tt0469062,4876,Danika,2006.0,29,7,32.0,2112.0,79.0,0.0,0,1,1.0,1.0
tt0469494,15133,There Will Be Blood,2007.0,91,231,86.0,254777.0,158.0,1.0,1,1,0.0,0.0
tt0469623,15169,Things We Lost in the Fire,2007.0,65,128,73.0,30861.0,118.0,0.0,0,1,0.0,0.0
tt0469903,1566,The Express,2008.0,61,118,75.0,820195.0,130.0,0.0,0,1,0.0,0.0
tt0473360,6689,Goal II: Living the Dream,2007.0,39,18,62.0,24448.0,115.0,0.0,0,1,0.0,0.0
tt0473705,1597,State of Play,2009.0,84,213,73.0,124258.0,127.0,1.0,1,1,0.0,0.0
tt0473753,2651,Angel-A,2005.0,45,88,74.0,95445.0,90.0,0.0,0,1,0.0,1.0
tt0475276,15719,United 93,2006.0,90,210,83.0,129248.0,111.0,1.0,1,1,0.0,0.0
tt0475783,16087,Welcome to Dongmakgol,2005.0,86,7,92.0,3711.0,133.0,1.0,0,1,0.0,0.0
tt0475944,4676,The Covenant,2006.0,4,73,62.0,399893.0,97.0,0.0,0,1,0.0,0.0
tt0475998,11206,The Pirates Who Don't Do Anything: A VeggieTales Movie,2008.0,41,34,61.0,79570.0,85.0,0.0,0,1,0.0,0.0
tt0477139,16476,Wristcutters: A Love Story,2007.0,67,92,82.0,32453.0,91.0,0.0,0,1,1.0,3.0
tt0478126,4784,Cthulhu,2008.0,62,13,28.0,779.0,109.0,0.0,0,1,1.0,9.0
tt0479143,11930,Rocky Balboa,2006.0,77,180,76.0,515230.0,101.0,1.0,1,1,0.0,1.0
tt0479500,10290,Nancy Drew,2007.0,50,137,59.0,150436.0,98.0,0.0,0,1,0.0,1.0
tt0479968,10742,One Missed Call,2008.0,0,80,29.0,61705.0,87.0,0.0,0,1,0.0,0.0
tt0480249,7619,I Am Legend,2007.0,68,213,68.0,1129654.0,100.0,0.0,0,1,0.0,1.0
tt0482461,3060,Barry Munday,2010.0,43,14,36.0,2417.0,98.0,0.0,0,1,0.0,3.0
tt0482571,11347,The Prestige,2006.0,76,197,92.0,550735.0,130.0,1.0,1,1,0.0,0.0
tt0482629,15642,The Ultimate Gift,2006.0,32,59,84.0,40077.0,117.0,0.0,0,1,0.0,1.0
tt0484111,6796,The Good Night,2007.0,31,42,33.0,5275.0,93.0,0.0,0,1,0.0,0.0
tt0485985,11644,Red Tails,2012.0,40,132,58.0,47413.0,120.0,0.0,0,1,0.0,5.0
tt0486358,8176,Jesus Camp,2006.0,87,103,80.0,67553.0,86.0,1.0,1,1,0.0,2.0
tt0486655,13022,Stardust,2007.0,77,192,86.0,468329.0,127.0,1.0,1,1,0.0,0.0
tt0486674,16143,What Just Happened?,2008.0,50,141,22.0,12699.0,113.0,0.0,0,1,0.0,9.0
tt0486946,16304,Wild Hogs,2007.0,14,142,61.0,395692.0,99.0,0.0,0,1,0.0,1.0
tt0488658,15650,Unaccompanied Minors,2006.0,29,89,53.0,45482.0,89.0,0.0,0,1,0.0,1.0
tt0489225,144,Man in the Chair,2007.0,49,35,68.0,931.0,107.0,0.0,0,1,0.0,0.0
tt0489282,13164,Strange Wilderness,2008.0,2,46,35.0,110183.0,87.0,0.0,0,1,0.0,0.0
tt0489327,15833,Venus,2006.0,89,151,74.0,11450.0,95.0,1.0,1,2,0.0,0.0
tt0490196,11134,Phat Girlz,2006.0,22,46,65.0,67230.0,99.0,0.0,0,1,0.0,0.0
tt0492487,12693,Small Town Gay Bar,2007.0,100,5,69.0,1648.0,81.0,1.0,0,1,1.0,5.0
tt0492496,15156,Thin,2006.0,100,7,84.0,1417.0,105.0,1.0,0,1,0.0,3.0
tt0494864,1575,Tenderness,2008.0,40,15,22.0,1766.0,101.0,0.0,0,1,1.0,0.0
tt0497116,7871,An Inconvenient Truth,2006.0,93,163,79.0,119828.0,100.0,1.0,1,1,0.0,4.0
tt0497316,2257,Adrift in Manhattan,2007.0,44,9,33.0,804.0,93.0,0.0,0,1,0.0,2.0
tt0498380,8915,Letters from Iwo Jima,2006.0,91,201,86.0,341026.0,142.0,1.0,1,1,0.0,1.0
tt0499375,6974,Guru,2007.0,83,12,84.0,7768.0,161.0,1.0,0,1,0.0,1.0
tt0499549,2896,Avatar,2009.0,82,308,82.0,1381988.0,162.0,1.0,1,1,0.0,0.0
tt0499570,79,Slipstream,2007.0,25,40,29.0,3520.0,96.0,0.0,0,1,0.0,0.0
tt0756725,16194,Where God Left His Shoes,2007.0,67,12,71.0,435.0,96.0,0.0,0,1,0.0,0.0
tt0758758,7966,Into the Wild,2007.0,83,196,89.0,179280.0,148.0,1.0,1,1,0.0,0.0
tt0758771,10862,Outlaw,2007.0,21,19,52.0,8223.0,104.0,0.0,0,1,0.0,1.0
tt0762114,1529,License to Wed,2007.0,7,124,53.0,512641.0,91.0,0.0,0,1,0.0,0.0
tt0762138,13387,Syrup,2013.0,25,8,36.0,2193.0,90.0,0.0,0,1,0.0,0.0
tt0763304,1474,Doogal,2006.0,8,49,22.0,91454.0,79.0,0.0,0,1,0.0,6.0
tt0763831,2147,A Thousand Words,2012.0,0,57,47.0,74883.0,91.0,0.0,0,1,0.0,0.0
tt0768218,10266,The Mysteries of Pittsburgh,2009.0,12,42,23.0,2388.0,95.0,0.0,0,1,1.0,0.0
tt0770802,12107,Samsara,2012.0,76,78,87.0,12458.0,99.0,1.0,1,1,1.0,3.0
tt0770810,7533,How She Move,2008.0,65,78,51.0,32696.0,91.0,0.0,0,1,1.0,3.0
tt0774755,10650,Offside,2006.0,94,83,74.0,5841.0,91.0,1.0,1,1,0.0,12.0
tt0779982,3492,Black Sheep,2006.0,71,94,53.0,42868.0,87.0,0.0,0,1,0.0,0.0
tt0780486,3618,Blue State,2007.0,40,5,34.0,1787.0,90.0,0.0,0,1,0.0,2.0
tt0780504,5467,Drive,2011.0,92,258,79.0,118225.0,100.0,1.0,1,1,0.0,0.0
tt0780521,1626,The Princess and the Frog,2009.0,85,193,74.0,261055.0,95.0,1.0,1,1,0.0,2.0
tt0780622,13503,Teeth,2007.0,80,69,45.0,34873.0,93.0,1.0,1,1,0.0,1.0
tt0783233,2861,Atonement,2007.0,83,215,80.0,227029.0,123.0,1.0,1,1,0.0,0.0
tt0784972,3897,The Brothers Solomon,2007.0,15,73,31.0,56496.0,93.0,0.0,0,1,0.0,0.0
tt0785007,1583,Over Her Dead Body,2008.0,15,108,42.0,143681.0,95.0,0.0,0,1,0.0,0.0
tt0787524,14539,The Man Who Knew Infinity,2016.0,62,127,71.0,10885.0,108.0,0.0,0,1,1.0,0.0
tt0790618,11707,Remember the Daze,2008.0,0,6,47.0,1466.0,101.0,0.0,0,1,1.0,0.0
tt0790706,4704,Crazy Love,2007.0,78,88,73.0,5643.0,92.0,1.0,1,1,0.0,2.0
tt0795368,5025,Death at a Funeral,2007.0,62,130,79.0,65033.0,90.0,0.0,0,1,0.0,0.0
tt0796307,15683,Under the Same Moon,2008.0,73,94,82.0,32550.0,109.0,0.0,0,1,1.0,3.0
tt0796368,13434,Talk to Me,2007.0,82,130,77.0,41542.0,118.0,1.0,1,1,0.0,0.0
tt0800003,5100,Delta Farce,2007.0,5,44,38.0,166412.0,89.0,0.0,0,1,0.0,1.0
tt0800039,6277,Forgetting Sarah Marshall,2008.0,83,184,76.0,641342.0,118.0,1.0,1,1,0.0,7.0
tt0800069,7341,The Hills Have Eyes 2,2007.0,12,67,40.0,444137.0,90.0,0.0,0,1,0.0,1.0
tt0800320,4431,Clash of the Titans,2010.0,27,263,40.0,283823.0,106.0,0.0,0,1,0.0,0.0
tt0800956,8955,Life in a... Metro,2007.0,40,5,78.0,5386.0,130.0,0.0,0,1,0.0,2.0
tt0805564,1535,Lars and the Real Girl,2007.0,81,137,84.0,105665.0,106.0,1.0,1,1,0.0,0.0
tt0808357,9321,"Lust, Caution",2007.0,72,147,84.0,51308.0,158.0,0.0,0,1,0.0,1.0
tt0809504,2217,The Accidental Husband,2009.0,6,17,36.0,163705.0,91.0,0.0,0,1,1.0,1.0
tt0811128,15565,Turn the River,2008.0,60,20,44.0,775.0,92.0,0.0,0,1,1.0,0.0
tt0813547,13915,The Counterfeiters,2007.0,94,126,88.0,21289.0,99.0,1.0,1,1,0.0,0.0
tt0814075,5094,Deliver Us from Evil,2006.0,100,72,89.0,19390.0,101.0,1.0,1,1,0.0,0.0
tt0814255,0,Percy Jackson & the Olympians: The Lightning Thief,2010.0,49,144,53.0,254287.0,83.0,0.0,0,1,0.0,35.0
tt0816442,13792,The Book Thief,2013.0,47,146,73.0,50157.0,130.0,0.0,0,1,0.0,1.0
tt0816692,7948,Interstellar,2014.0,72,350,85.0,174493.0,169.0,0.0,1,1,0.0,0.0
tt0817177,6196,Flipped,2010.0,55,75,78.0,20144.0,89.0,0.0,0,1,0.0,1.0
tt0817538,5464,Drillbit Taylor,2008.0,26,145,44.0,97974.0,101.0,0.0,0,1,0.0,9.0
tt0822847,155,Priest,2011.0,15,99,46.0,86566.0,83.0,0.0,0,1,0.0,4.0
tt0822868,9418,Make It Happen,2008.0,22,18,40.0,13107.0,90.0,0.0,0,1,0.0,0.0
tt0827181,7307,Hide,2008.0,83,12,51.0,310.0,90.0,1.0,0,1,0.0,7.0
tt0827517,1632,Reprise,2006.0,88,80,84.0,5022.0,105.0,1.0,1,1,0.0,0.0
tt0831887,14888,The Spirit,2008.0,14,112,25.0,122630.0,102.0,0.0,0,1,0.0,1.0
tt0833476,8185,Jhoom Barabar Jhoom,2007.0,46,13,39.0,6253.0,138.0,0.0,0,1,0.0,0.0
tt0835418,13711,The Babymakers,2012.0,8,50,22.0,4442.0,93.0,0.0,0,1,0.0,2.0
tt0837791,5175,The Devil's Chair,,60,5,33.0,814.0,91.0,0.0,0,1,,0.0
tt0840322,196,Forever Strong,2008.0,29,21,75.0,9882.0,109.0,0.0,0,1,0.0,3.0
tt0840361,14962,The Town,2010.0,93,227,85.0,141864.0,151.0,1.0,1,1,0.0,26.0
tt0841032,137,The Perfect Holiday,2007.0,16,57,52.0,159641.0,96.0,0.0,0,1,0.0,0.0
tt0841119,8684,Lake of Fire,2007.0,94,54,91.0,3083.0,152.0,1.0,1,1,1.0,0.0
tt0847817,7254,Helvetica,2007.0,88,17,80.0,6345.0,80.0,1.0,0,1,0.0,0.0
tt0857191,126,The Visitor,2008.0,89,118,84.0,127066.0,104.0,1.0,1,1,1.0,0.0
tt0865554,132,The Informers,2009.0,12,105,18.0,18503.0,98.0,0.0,0,1,1.0,0.0
tt0866439,9368,Made of Honor,2008.0,15,123,55.0,399396.0,101.0,0.0,0,1,0.0,0.0
tt0870111,6437,Frost/Nixon,2008.0,93,256,88.0,109771.0,123.0,1.0,1,1,0.0,1.0
tt0878804,1741,The Blind Side,2009.0,66,201,85.0,431681.0,129.0,0.0,0,1,0.0,0.0
tt0881320,12111,Sanctum,2011.0,30,167,37.0,38274.0,103.0,0.0,0,1,0.0,5.0
tt0881891,2414,All About Steve,2009.0,6,139,30.0,465570.0,99.0,0.0,0,1,0.0,0.0
tt0887719,3560,Blonde Ambition,2007.0,14,7,22.0,4291.0,92.0,0.0,0,1,0.0,1.0
tt0887912,14310,The Hurt Locker,2009.0,97,282,84.0,95893.0,131.0,1.0,1,1,1.0,0.0
tt0889134,6098,Finding Amanda,2008.0,40,43,28.0,2418.0,90.0,0.0,0,1,0.0,6.0
tt0891592,13181,Street Fighter: The Legend of Chun-Li,2009.0,5,61,18.0,207433.0,97.0,0.0,0,1,0.0,1.0
tt0892767,7458,Horsemen,2009.0,33,6,25.0,14729.0,90.0,0.0,0,1,0.0,0.0
tt0893412,6425,From Prada to Nada,2011.0,20,20,41.0,14297.0,106.0,0.0,0,1,0.0,1.0
tt0897361,7661,I Know Who Killed Me,2007.0,9,77,26.0,142854.0,106.0,0.0,0,1,0.0,0.0
tt0901476,3816,Bride Wars,2009.0,11,144,51.0,375984.0,89.0,0.0,0,1,0.0,0.0
tt0903624,14253,The Hobbit: An Unexpected Journey,2012.0,64,298,83.0,482887.0,170.0,0.0,0,1,0.0,1.0
tt0907657,10706,Once,2007.0,97,157,91.0,190990.0,86.0,1.0,1,1,0.0,0.0
tt0910885,2092,A Merry Friggin' Christmas,2014.0,14,21,21.0,2728.0,88.0,0.0,0,1,0.0,0.0
tt0912580,5170,The Devil Came on Horseback,2007.0,98,51,90.0,4379.0,85.0,1.0,1,1,0.0,3.0
tt0912583,6256,For the Bible Tells Me So,2007.0,98,50,90.0,4422.0,101.0,1.0,1,1,0.0,6.0
tt0912585,1536,Ghosts of Abu Ghraib,2007.0,100,10,91.0,1170.0,78.0,1.0,0,1,0.0,0.0
tt0913425,3864,Broken Embraces,2009.0,81,154,75.0,20504.0,128.0,1.0,1,1,0.0,1.0
tt0914837,1935,44 Inch Chest,2010.0,41,81,36.0,13569.0,94.0,0.0,0,1,1.0,1.0
tt0922642,15374,Tooth and Nail,2007.0,33,6,22.0,2697.0,94.0,0.0,0,1,0.0,0.0
tt0926084,7112,Harry Potter and the Deathly Hallows - Part 1,2010.0,77,276,85.0,351353.0,146.0,1.0,1,1,0.0,0.0
tt0929809,13878,The Class,2008.0,96,158,82.0,12566.0,128.0,1.0,1,1,1.0,28.0
tt0936471,15463,Transylmania,2009.0,0,21,21.0,2310.0,92.0,0.0,0,1,0.0,0.0
tt0938330,12552,Silent Hill: Revelation,2012.0,10,60,35.0,42259.0,94.0,0.0,0,1,0.0,1.0
tt0949564,15572,Tuya's Marriage,2006.0,92,39,83.0,1846.0,96.0,1.0,0,1,0.0,10.0
tt0949815,10093,Mr. Warmth: The Don Rickles Project,2008.0,80,5,79.0,1099.0,90.0,1.0,0,1,1.0,1.0
tt0951216,1572,Mad Money,2008.0,22,105,48.0,135218.0,103.0,0.0,0,1,0.0,1.0
tt0959306,11612,Reach Me,2014.0,4,23,48.0,557.0,95.0,0.0,0,1,0.0,0.0
tt0959337,11793,Revolutionary Road,2008.0,67,210,71.0,106826.0,119.0,0.0,0,1,0.0,0.0
tt0960066,3500,The Black Waters of Echo's Pond,2010.0,22,18,18.0,1051.0,92.0,0.0,0,1,1.0,3.0
tt0962736,16574,The Young Victoria,2009.0,77,155,74.0,164705.0,105.0,1.0,1,1,0.0,0.0
tt0963794,14806,The Ruins,2008.0,48,95,30.0,530432.0,90.0,0.0,0,1,0.0,0.0
tt0964517,14069,The Fighter,2010.0,91,243,89.0,121321.0,115.0,1.0,1,1,0.0,1.0
tt0976238,173,Old Dogs,2009.0,5,109,44.0,182878.0,88.0,0.0,0,1,0.0,0.0
tt0976247,13311,"Surfer, Dude",2008.0,0,18,26.0,7446.0,83.0,0.0,0,1,0.0,2.0
tt0977648,5802,Every Little Step,2009.0,92,96,88.0,3031.0,93.0,1.0,1,1,1.0,3.0
tt0978759,6439,Frozen River,2008.0,88,135,74.0,85860.0,97.0,1.0,1,1,0.0,0.0
tt0979434,267,Lottery Ticket,2010.0,35,81,44.0,29992.0,99.0,0.0,0,1,0.0,0.0
tt0984200,7862,Incendiary,2009.0,20,25,34.0,3714.0,96.0,0.0,0,1,1.0,0.0
tt0985593,1606,Miss Conception,2008.0,8,12,19.0,45598.0,94.0,0.0,0,1,0.0,10.0
tt0986233,7584,Hunger,2008.0,90,127,83.0,74257.0,92.0,1.0,1,1,0.0,4.0
tt0988045,12450,Sherlock Holmes,2009.0,69,242,77.0,769180.0,129.0,0.0,0,1,0.0,1.0
