tconst,rt_id,rt_movie_title,rt_year,rt_tomatometer_rating,rt_tomatometer_count,rt_audience_rating,rt_audience_count,rt_runtime_minutes,rt_high,rt_certified_fresh,candidate_count,year_diff,runtime_diff
tt0097722,8811,Lean on Me,1989.0,69,16,85.0,41433.0,109.0,0.0,0,1,0.0,1.0
tt0097757,14482,The Little Mermaid,1989.0,93,69,88.0,900112.0,85.0,1.0,1,1,0.0,2.0
tt0097815,9412,Major League,1989.0,83,40,84.0,91119.0,106.0,1.0,1,1,0.0,1.0
tt0097937,10233,My Left Foot,1989.0,97,36,92.0,26719.0,103.0,1.0,0,1,0.0,0.0
tt0097940,805,Mystery Train,1989.0,88,32,87.0,10556.0,115.0,1.0,0,1,0.0,5.0
tt0098022,10664,Old Gringo,1989.0,42,12,48.0,1049.0,119.0,0.0,0,1,0.0,0.0
tt0098258,12176,Say Anything...,1989.0,98,45,85.0,138688.0,100.0,1.0,1,1,0.0,0.0
tt0098347,12648,Slaves of New York,1989.0,13,8,70.0,877.0,125.0,0.0,0,1,0.0,1.0
tt0098356,12767,Some Girls,1988.0,50,6,42.0,894.0,104.0,0.0,0,1,0.0,10.0
tt0099073,828,Avalon,1990.0,83,24,78.0,3229.0,126.0,1.0,0,1,0.0,2.0
tt0099399,5102,Delta Force 2: The Colombian Connection,1990.0,11,9,40.0,9461.0,110.0,0.0,0,1,0.0,1.0
tt0099487,5596,Edward Scissorhands,1990.0,90,58,91.0,1032683.0,100.0,1.0,1,1,0.0,5.0
tt0099654,6585,Ghost Dad,1990.0,6,31,32.0,36548.0,84.0,0.0,0,1,0.0,1.0
tt0099739,7084,Hard to Kill,1990.0,33,12,47.0,44896.0,96.0,0.0,0,1,0.0,0.0
tt0099785,7401,Home Alone,1990.0,65,54,80.0,1026303.0,103.0,0.0,0,1,0.0,0.0
tt0099810,7587,The Hunt for Red October,1990.0,89,70,88.0,172547.0,135.0,1.0,1,1,0.0,0.0
tt0099832,503,Impulse,1990.0,25,8,17.0,76.0,109.0,0.0,0,1,0.0,0.0
tt0100046,830,The Long Walk Home,1990.0,87,15,84.0,5410.0,95.0,1.0,0,1,0.0,2.0
tt0100050,9142,"Look Who's Talking, Too",1990.0,13,15,32.0,196699.0,81.0,0.0,0,1,0.0,0.0
tt0100332,10973,Paris Is Burning,1991.0,100,25,89.0,4003.0,76.0,1.0,0,1,1.0,5.0
tt0100405,11355,Pretty Woman,1990.0,62,66,68.0,32709375.0,117.0,0.0,0,1,0.0,2.0
tt0100470,8275,Journey of Hope,1991.0,83,6,84.0,438.0,110.0,1.0,0,1,1.0,5.0
tt0100475,11725,Repossessed,1990.0,0,7,36.0,7281.0,89.0,0.0,0,1,0.0,9.0
tt0100502,11902,Robocop 2,1990.0,31,36,36.0,89928.0,117.0,0.0,0,1,0.0,0.0
tt0100514,829,The Rookie,1990.0,29,14,36.0,20580.0,121.0,0.0,0,1,0.0,1.0
tt0100814,15482,Tremors,1990.0,85,34,75.0,239952.0,96.0,1.0,0,1,0.0,0.0
tt0101453,3420,Billy Bathgate,1991.0,38,24,28.0,5889.0,107.0,0.0,0,1,0.0,1.0
tt0101492,896,Body Parts,1991.0,40,15,33.0,7000.0,88.0,0.0,0,1,0.0,0.0
tt0101507,3752,Boyz n the Hood,1991.0,96,69,93.0,144120.0,112.0,1.0,1,1,0.0,0.0
tt0101523,3980,The Butcher's Wife,1991.0,25,16,29.0,7624.0,104.0,0.0,0,1,0.0,3.0
tt0101615,4629,Cool as Ice,1991.0,7,15,44.0,4513.0,91.0,0.0,0,1,0.0,0.0
tt0101627,4737,Critters 3,1991.0,0,7,23.0,11839.0,86.0,0.0,0,1,0.0,0.0
tt0101698,5079,Defending Your Life,1991.0,97,32,83.0,9946.0,111.0,1.0,0,1,0.0,1.0
tt0101701,5091,Delirious,1991.0,44,9,40.0,3010.0,96.0,0.0,0,1,0.0,0.0
tt0101775,5475,Drop Dead Fred,1991.0,9,34,77.0,198476.0,103.0,0.0,0,1,0.0,0.0
tt0101921,6404,Fried Green Tomatoes,1991.0,74,42,91.0,134857.0,130.0,0.0,0,1,0.0,0.0
tt0102011,7157,"He Said, She Said",1991.0,33,15,34.0,7864.0,115.0,0.0,0,1,0.0,0.0
tt0102015,7186,Hearts of Darkness: A Filmmaker's Apocalypse,1991.0,100,25,94.0,9355.0,96.0,1.0,0,1,0.0,0.0
tt0102138,873,JFK,1991.0,84,62,88.0,62523.0,189.0,1.0,1,1,0.0,0.0
tt0102343,9262,Love Potion No. 9,1992.0,27,11,43.0,34297.0,96.0,0.0,0,1,0.0,4.0
tt0102388,874,The Man in the Moon,1991.0,90,20,85.0,33322.0,105.0,1.0,0,1,0.0,6.0
tt0102469,10007,Mortal Thoughts,1991.0,57,14,35.0,6515.0,102.0,0.0,0,1,0.0,1.0
tt0102721,11414,Proof,1991.0,94,16,80.0,5350.0,90.0,1.0,0,1,0.0,4.0
tt0102849,12200,Scenes from a Mall,1991.0,32,25,25.0,5063.0,87.0,0.0,0,1,0.0,2.0
tt0102943,12634,Slacker,1991.0,86,35,77.0,10296.0,105.0,1.0,0,1,1.0,8.0
tt0102996,13188,Strictly Business,1991.0,10,10,56.0,3476.0,83.0,0.0,0,1,0.0,1.0
tt0103184,15856,V.I. Warshawski,1991.0,21,24,22.0,5486.0,89.0,0.0,0,1,0.0,0.0
tt0103596,1922,3 Ninjas,1992.0,32,22,53.0,202483.0,84.0,0.0,0,1,0.0,0.0
tt0103671,2548,American Me,1992.0,78,9,90.0,10324.0,126.0,1.0,0,1,0.0,1.0
tt0103767,3034,Baraka,1993.0,81,26,96.0,21663.0,96.0,1.0,0,1,1.0,0.0
tt0103786,883,Beethoven,1992.0,33,27,35.0,432330.0,87.0,0.0,0,1,0.0,0.0
tt0103872,3760,Brain Donors,1992.0,45,11,86.0,4370.0,79.0,0.0,0,1,0.0,1.0
tt0103888,923,Brother's Keeper,1992.0,100,17,88.0,2114.0,104.0,1.0,0,1,0.0,0.0
tt0103939,4218,Chaplin,1992.0,60,50,81.0,25837.0,144.0,0.0,0,1,0.0,1.0
tt0103956,4307,Child's Play 3,1991.0,29,14,33.0,82562.0,90.0,0.0,0,1,0.0,0.0
tt0104187,5682,Encino Man,1992.0,15,34,56.0,124800.0,88.0,0.0,0,1,0.0,0.0
tt0104299,6376,Freejack,1992.0,18,17,25.0,14286.0,108.0,0.0,0,1,0.0,2.0
tt0104409,7251,Hellraiser III: Hell on Earth,1992.0,41,17,35.0,42548.0,98.0,0.0,0,1,0.0,1.0
tt0104438,7429,Honeymoon in Vegas,1992.0,63,32,35.0,28368.0,95.0,0.0,0,1,0.0,1.0
tt0104466,904,Husbands and Wives,1992.0,93,41,87.0,14147.0,108.0,1.0,1,1,0.0,0.0
tt0104756,9172,Lorenzo's Oil,1992.0,92,38,80.0,15245.0,136.0,1.0,0,1,0.0,7.0
tt0104797,912,Malcolm X,1992.0,88,57,91.0,56837.0,201.0,1.0,1,1,0.0,1.0
tt0104810,9511,Manufacturing Consent - Noam Chomsky and the Media,1993.0,86,7,94.0,3740.0,167.0,1.0,0,1,1.0,0.0
tt0105046,895,Of Mice and Men,1992.0,97,29,82.0,47824.0,110.0,1.0,0,1,0.0,5.0
tt0105104,10992,Passenger 57,1992.0,24,25,37.0,56252.0,84.0,0.0,0,1,0.0,0.0
tt0105477,13133,Stop! Or My Mom Will Shoot,1992.0,8,26,21.0,52906.0,88.0,0.0,0,1,0.0,1.0
tt0105488,938,Strictly Ballroom,1992.0,95,41,87.0,43298.0,94.0,1.0,1,1,0.0,0.0
tt0105616,15348,Tom and Jerry: The Movie,1992.0,14,14,40.0,11462.0,80.0,0.0,0,1,0.0,4.0
tt0105811,16220,Whispers in the Dark,1992.0,33,9,35.0,1141.0,103.0,0.0,0,1,0.0,0.0
tt0105871,16517,Year of the Comet,1992.0,0,10,48.0,245.0,135.0,0.0,0,1,0.0,44.0
tt0106379,3235,Being Human,1994.0,54,13,41.0,3224.0,122.0,0.0,0,1,0.0,0.0
tt0106455,919,Boiling Point,1993.0,18,11,21.0,10265.0,92.0,0.0,0,1,0.0,0.0
tt0106557,4298,Children of the Corn II: The Final Sacrifice,1993.0,22,9,20.0,10698.0,90.0,0.0,0,1,1.0,2.0
tt0106701,5115,Dennis the Menace,1993.0,27,26,38.0,256411.0,94.0,0.0,0,1,0.0,0.0
tt0106761,5381,Double Dragon,1994.0,13,15,26.0,29937.0,96.0,0.0,0,1,0.0,0.0
tt0106873,945,Fatal Instinct,1993.0,18,22,41.0,5613.0,89.0,0.0,0,1,0.0,2.0
tt0106877,5998,Father Hood,1993.0,10,20,34.0,9153.0,94.0,0.0,0,1,0.0,1.0
tt0106881,949,Fearless,1993.0,87,38,79.0,12352.0,122.0,1.0,0,1,0.0,0.0
tt0107107,7294,Hexed,,9,11,36.0,1254.0,90.0,0.0,0,1,,0.0
tt0107130,947,A Home of Our Own,1993.0,50,12,72.0,4777.0,105.0,0.0,0,1,0.0,1.0
tt0107207,7847,In the Name of the Father,1993.0,94,50,95.0,41268.0,133.0,1.0,1,1,0.0,0.0
tt0107282,8284,The Joy Luck Club,1993.0,86,36,89.0,27685.0,135.0,1.0,0,1,0.0,4.0
tt0107387,8868,Leprechaun,1993.0,23,13,32.0,43340.0,92.0,0.0,0,1,0.0,0.0
tt0107611,10075,Mr. Jones,1993.0,46,13,51.0,5179.0,114.0,0.0,0,1,0.0,0.0
tt0107719,13614,The Nutcracker,1993.0,50,8,62.0,3195.0,92.0,0.0,0,1,0.0,0.0
tt0107756,10808,Orlando,1993.0,84,56,82.0,8509.0,93.0,1.0,1,1,1.0,1.0
tt0107863,927,Posse,1993.0,29,17,47.0,6796.0,109.0,0.0,0,1,0.0,2.0
tt0108101,12386,Shadowlands,1993.0,97,30,89.0,10034.0,131.0,1.0,0,1,0.0,0.0
tt0108311,13512,The Temp,1993.0,29,21,16.0,1531.0,96.0,0.0,0,1,0.0,0.0
tt0108515,16002,The War Room,1993.0,95,22,83.0,2625.0,96.0,1.0,0,1,0.0,0.0
tt0108551,16163,What's Love Got To Do With It?,1993.0,96,53,88.0,52250.0,118.0,1.0,1,1,0.0,0.0
tt0108565,936,Wide Sargasso Sea,1993.0,56,16,37.0,1113.0,98.0,0.0,0,1,0.0,0.0
tt0108633,965,The Young Americans,1993.0,33,6,42.0,795.0,103.0,0.0,0,1,0.0,0.0
tt0109066,15912,Vive l'Amour,1994.0,83,6,84.0,1516.0,118.0,1.0,0,1,0.0,0.0
tt0109067,13670,The Air Up There,1994.0,21,28,35.0,19843.0,108.0,0.0,0,1,0.0,1.0
tt0109445,4447,Clerks,1994.0,88,52,89.0,285302.0,92.0,1.0,1,1,0.0,0.0
tt0109447,4451,Clifford,1994.0,10,30,67.0,8904.0,89.0,0.0,0,1,0.0,1.0
tt0109456,4539,Color of Night,1994.0,21,47,30.0,17073.0,121.0,0.0,0,1,0.0,0.0
tt0109480,4642,Cops And Robbersons,1994.0,14,21,22.0,8013.0,93.0,0.0,0,1,0.0,0.0
tt0109506,4761,The Crow,1994.0,82,55,90.0,377135.0,101.0,1.0,1,1,0.0,1.0
tt0109529,4854,Dance Me Outside,1994.0,69,13,91.0,4786.0,84.0,0.0,0,1,0.0,0.0
tt0109642,5320,Dolores Claiborne,1995.0,84,43,81.0,30229.0,131.0,1.0,1,1,0.0,1.0
tt0109676,5477,Drop Zone,1994.0,41,22,31.0,19253.0,101.0,0.0,0,1,0.0,0.0
tt0109686,5508,Dumb and Dumber,1994.0,67,52,84.0,1028126.0,107.0,0.0,0,1,0.0,0.0
tt0109783,6009,The Favor,1994.0,27,11,20.0,2298.0,97.0,0.0,0,1,0.0,0.0
tt0109830,6284,Forrest Gump,1994.0,72,98,95.0,1244237.0,142.0,0.0,0,1,0.0,0.0
tt0109835,6324,Frank & Jesse,1995.0,20,5,55.0,1374.0,106.0,0.0,0,1,1.0,1.0
tt0109959,958,Gunmen,1993.0,15,13,34.0,2099.0,90.0,0.0,0,1,0.0,4.0
tt0110146,7947,Intersection,1994.0,9,32,40.0,5885.0,98.0,0.0,0,1,0.0,0.0
tt0110308,14433,The Last Seduction,1994.0,94,51,76.0,6456.0,109.0,1.0,1,1,0.0,1.0
tt0110367,993,Little Women,1994.0,91,35,84.0,87471.0,118.0,1.0,0,1,0.0,3.0
tt0110442,9413,Major League II,1994.0,5,21,45.0,47061.0,105.0,0.0,0,1,0.0,0.0
tt0110538,9903,Mixed Nuts,1994.0,10,30,46.0,9710.0,97.0,0.0,0,1,0.0,0.0
tt0110632,10334,Natural Born Killers,1994.0,47,38,81.0,217286.0,119.0,0.0,0,1,0.0,1.0
tt0110657,10409,The Next Karate Kid,1994.0,7,27,24.0,60984.0,107.0,0.0,0,1,0.0,0.0
tt0111003,11464,The Puppet Masters,1994.0,26,23,32.0,7522.0,96.0,0.0,0,1,0.0,13.0
tt0111149,994,Shallow Grave,1995.0,69,48,83.0,39910.0,92.0,0.0,0,1,1.0,3.0
tt0111161,12434,The Shawshank Redemption,1994.0,90,71,98.0,885508.0,142.0,1.0,1,1,0.0,0.0
tt0111282,13025,Stargate,1994.0,51,45,73.0,192492.0,125.0,0.0,0,1,0.0,9.0
tt0111400,13525,Terminal Velocity,1994.0,20,25,22.0,12368.0,100.0,0.0,0,1,0.0,2.0
tt0111438,15297,Timecop,1994.0,45,42,36.0,57670.0,98.0,0.0,0,1,0.0,1.0
tt0111470,15429,Trading Mom,1994.0,38,8,57.0,1061.0,83.0,0.0,0,1,0.0,2.0
tt0111488,15492,Trial by Jury,1994.0,8,12,27.0,1145.0,108.0,0.0,0,1,0.0,1.0
tt0112342,2503,The Amazing Panda Adventure,1995.0,20,10,41.0,8897.0,93.0,0.0,0,1,0.0,9.0
tt0112373,2679,Anne Frank Remembered,1995.0,97,29,83.0,5074.0,117.0,1.0,0,1,0.0,0.0
tt0112438,1005,The Babysitter,1995.0,17,6,16.0,4842.0,90.0,0.0,0,1,0.0,0.0
tt0112499,3380,The Big Green,1995.0,0,5,46.0,36195.0,99.0,0.0,0,1,0.0,1.0
tt0112573,1018,Braveheart,1995.0,77,75,85.0,32708456.0,177.0,1.0,1,1,0.0,1.0
tt0112625,4052,Candyman: Farewell to the Flesh,1994.0,28,18,30.0,51567.0,94.0,0.0,0,1,1.0,1.0
tt0112740,4732,Crimson Tide,1995.0,88,48,83.0,61266.0,115.0,1.0,1,1,0.0,1.0
tt0112864,5209,Die Hard: With a Vengeance,1995.0,52,62,83.0,411459.0,128.0,0.0,0,1,0.0,0.0
tt0113189,6761,GoldenEye,1995.0,77,75,83.0,285429.0,130.0,1.0,1,1,0.0,0.0
tt0113442,1027,It Takes Two,1995.0,8,24,60.0,135195.0,101.0,0.0,0,1,0.0,0.0
tt0113492,8298,Judge Dredd,1995.0,17,52,30.0,132498.0,96.0,0.0,0,1,0.0,0.0
tt0113500,8330,Jury Duty,1995.0,0,12,26.0,14963.0,87.0,0.0,0,1,0.0,1.0
tt0113627,8827,Leaving Las Vegas,1995.0,90,52,85.0,56473.0,112.0,1.0,1,1,0.0,1.0
tt0113674,9074,Live Nude Girls,1995.0,38,8,39.0,1025.0,92.0,0.0,0,1,0.0,3.0
tt0113729,1010,Mad Love,1995.0,28,25,49.0,19977.0,105.0,0.0,0,1,0.0,12.0
tt0113749,9430,Mallrats,1995.0,56,45,82.0,220078.0,95.0,0.0,0,1,0.0,1.0
tt0113755,1003,Man of the House,1995.0,14,14,33.0,55679.0,97.0,0.0,0,1,0.0,1.0
tt0113808,9769,Miami Rhapsody,1995.0,45,20,26.0,4263.0,95.0,0.0,0,1,0.0,0.0
tt0113845,9945,Money Train,1995.0,22,32,29.0,50168.0,110.0,0.0,0,1,0.0,0.0
tt0113870,10144,Murder in the First,1994.0,50,36,80.0,21984.0,123.0,0.0,0,1,1.0,1.0
tt0113987,10480,Nixon,1995.0,74,62,74.0,12613.0,190.0,0.0,1,1,0.0,2.0
tt0114496,12791,Something to Talk About,1995.0,39,28,52.0,42007.0,106.0,0.0,0,1,0.0,0.0
tt0114508,12901,Species,1995.0,43,65,31.0,49588.0,108.0,0.0,0,1,0.0,0.0
tt0114709,15413,Toy Story,1995.0,100,88,92.0,1109209.0,80.0,1.0,1,1,0.0,1.0
tt0114781,15674,Under Siege 2: Dark Territory,1995.0,37,30,38.0,47490.0,102.0,0.0,0,1,0.0,2.0
tt0114787,1199,Underground,1995.0,86,35,96.0,20791.0,192.0,1.0,0,1,0.0,22.0
tt0115433,1089,101 Dalmatians,1996.0,42,36,40.0,625211.0,103.0,0.0,0,1,0.0,0.0
tt0115530,2520,American Buffalo,1996.0,74,27,46.0,2551.0,88.0,0.0,0,1,0.0,0.0
tt0115610,2979,Bad Moon,1996.0,38,8,45.0,5937.0,105.0,0.0,0,1,0.0,25.0
tt0115639,3163,Beautiful Girls,1996.0,79,47,81.0,22091.0,110.0,1.0,1,1,0.0,2.0
tt0115676,3365,Big Bully,1996.0,0,8,19.0,9755.0,93.0,0.0,0,1,0.0,3.0
tt0115736,3721,Bound,1996.0,88,43,83.0,33376.0,107.0,1.0,1,1,0.0,2.0
tt0115738,3731,Box of Moonlight,1997.0,61,18,81.0,3454.0,111.0,0.0,0,1,1.0,1.0
tt0115751,3796,Breaking the Waves,1996.0,85,59,91.0,31257.0,100.0,1.0,1,1,0.0,59.0
tt0115783,1082,Bulletproof,1996.0,8,39,44.0,74935.0,85.0,0.0,0,1,0.0,1.0
tt0115836,4113,Carpool,1996.0,13,23,39.0,8914.0,90.0,0.0,0,1,0.0,1.0
tt0115994,4794,Curdled,1996.0,17,12,57.0,1474.0,88.0,0.0,0,1,0.0,0.0
tt0116040,4956,Daylight,1996.0,25,40,37.0,53569.0,115.0,0.0,0,1,0.0,1.0
tt0116165,5573,Ed,1996.0,0,16,22.0,9327.0,95.0,0.0,0,1,0.0,1.0
tt0116209,5709,The English Patient,1996.0,84,85,83.0,81629.0,162.0,1.0,1,1,0.0,0.0
tt0116240,5788,The Evening Star,1996.0,22,27,63.0,5462.0,129.0,0.0,0,1,0.0,0.0
tt0116269,5911,Faithful,1996.0,7,15,49.0,1625.0,88.0,0.0,0,1,0.0,3.0
tt0116289,6027,Feeling Minnesota,1996.0,14,21,27.0,10789.0,95.0,0.0,0,1,0.0,4.0
tt0116293,6032,Female Perversions,1997.0,70,23,46.0,904.0,116.0,0.0,0,1,1.0,4.0
tt0116311,6131,First Kid,1996.0,23,13,32.0,35766.0,101.0,0.0,0,1,0.0,0.0
tt0116367,6418,From Dusk Till Dawn,1996.0,63,49,76.0,273624.0,107.0,0.0,0,1,0.0,1.0
tt0116514,7247,Hellraiser - Bloodline,1996.0,31,13,37.0,34972.0,85.0,0.0,0,1,0.0,0.0
tt0116705,8203,Jingle All the Way,1997.0,15,46,38.0,228470.0,88.0,0.0,0,1,1.0,1.0
tt0116756,8397,Kazaam,1996.0,6,36,20.0,40098.0,93.0,0.0,0,1,0.0,0.0
tt0116905,1088,Lone Star,1996.0,94,47,83.0,9738.0,134.0,1.0,1,1,0.0,1.0
tt0116922,9188,Lost Highway,1997.0,60,43,87.0,57773.0,135.0,0.0,0,1,0.0,1.0
tt0117002,9588,Mary Reilly,1996.0,26,43,40.0,20659.0,108.0,0.0,0,1,0.0,0.0
tt0117039,9775,Michael Collins,1996.0,77,47,84.0,21304.0,117.0,1.0,1,1,0.0,16.0
tt0117060,9886,Mission: Impossible,1996.0,63,57,71.0,867099.0,110.0,0.0,0,1,0.0,0.0
tt0117128,10272,Mystery Science Theater 3000: The Movie,1996.0,80,55,88.0,26925.0,75.0,1.0,1,1,0.0,2.0
tt0117260,10804,Original Gangstas,1996.0,53,15,47.0,2300.0,98.0,0.0,0,1,0.0,1.0
tt0117283,10916,The Pallbearer,1996.0,45,20,18.0,8318.0,97.0,0.0,0,1,0.0,1.0
tt0117318,11071,The People Vs. Larry Flynt,1996.0,89,54,80.0,44403.0,129.0,1.0,1,1,0.0,1.0
tt0117372,11327,The Preacher's Wife,1996.0,61,44,52.0,29393.0,124.0,0.0,0,1,0.0,1.0
tt0117427,11533,Race the Sun,1996.0,22,9,41.0,4797.0,100.0,0.0,0,1,0.0,0.0
tt0117482,11848,Ripe,,0,6,46.0,134.0,93.0,0.0,0,1,,1.0
tt0117500,1065,The Rock,1996.0,66,64,85.0,305085.0,136.0,0.0,0,1,0.0,0.0
tt0117571,1091,Scream,1996.0,79,71,79.0,478172.0,111.0,1.0,1,1,0.0,0.0
tt0117688,12758,Solo,1996.0,6,35,26.0,6233.0,94.0,0.0,0,1,0.0,0.0
tt0117690,12774,Some Mother's Son,1996.0,69,16,87.0,1800.0,112.0,0.0,0,1,0.0,0.0
tt0117723,12963,Spy Hard,1996.0,8,40,31.0,37897.0,80.0,0.0,0,1,0.0,1.0
tt0117768,13212,The Stupids,1996.0,20,15,38.0,10226.0,94.0,0.0,0,1,1.0,0.0
tt0117802,13362,Swingers,1996.0,87,54,89.0,58532.0,96.0,1.0,1,1,0.0,0.0
tt0117891,15159,A Thin Line Between Love and Hate,1996.0,12,25,77.0,14691.0,108.0,0.0,0,1,0.0,0.0
tt0117913,1070,A Time to Kill,1996.0,66,53,85.0,95111.0,149.0,0.0,0,1,0.0,0.0
tt0117924,15321,To Gillian on Her 37th Birthday,1996.0,14,28,42.0,6216.0,93.0,0.0,0,1,0.0,0.0
tt0117951,15441,Trainspotting,1996.0,90,84,93.0,313541.0,93.0,1.0,1,1,0.0,0.0
tt0117958,15479,Trees Lounge,1996.0,81,26,78.0,6602.0,94.0,1.0,0,1,0.0,1.0
tt0118073,15849,A Very Brady Sequel,1996.0,53,34,35.0,62595.0,90.0,0.0,0,1,0.0,0.0
tt0118540,1943,4 Little Girls,1997.0,100,27,89.0,5138.0,102.0,1.0,0,1,0.0,0.0
tt0118541,1983,8 Heads in a Duffel Bag,1997.0,11,19,35.0,21285.0,95.0,0.0,0,1,0.0,0.0
tt0118589,6679,Glitter,2001.0,7,87,48.0,44307.0,104.0,0.0,0,1,0.0,0.0
tt0118663,3032,B.A.P.S.,1997.0,16,32,67.0,8680.0,91.0,0.0,0,1,0.0,0.0
tt0118665,2934,Baby Geniuses,1999.0,2,44,24.0,82185.0,94.0,0.0,0,1,0.0,3.0
tt0118715,13761,The Big Lebowski,1998.0,82,100,94.0,355746.0,118.0,1.0,1,1,0.0,1.0
tt0118750,3693,Booty Call,1997.0,25,12,59.0,21830.0,90.0,0.0,0,1,0.0,11.0
tt0119008,5338,Donnie Brasco,1997.0,88,57,89.0,203990.0,115.0,1.0,1,1,0.0,12.0
tt0119086,5838,Excess Baggage,1997.0,32,31,41.0,27395.0,101.0,0.0,0,1,0.0,0.0
tt0119137,6210,Flubber,1997.0,24,34,33.0,623640.0,93.0,0.0,0,1,0.0,0.0
tt0119177,6522,Gattaca,1997.0,83,58,87.0,208586.0,106.0,1.0,1,1,0.0,0.0
tt0119215,6777,Good Burger,1997.0,32,38,63.0,55237.0,95.0,0.0,0,1,0.0,0.0
tt0119282,7271,Hercules,1997.0,84,55,76.0,388724.0,93.0,1.0,1,1,0.0,0.0
tt0119304,7405,Home Fries,1998.0,31,36,33.0,39478.0,94.0,0.0,0,1,0.0,3.0
tt0119361,7829,In the Company of Men,1997.0,89,54,80.0,7805.0,97.0,1.0,1,1,1.0,0.0
tt0119375,7932,Insomnia,1998.0,97,38,77.0,9093.0,97.0,1.0,0,1,1.0,1.0
tt0119432,8321,Jungle 2 Jungle,1997.0,19,42,33.0,193990.0,105.0,0.0,0,1,0.0,0.0
tt0119640,1103,McHale's Navy,1997.0,3,29,37.0,9185.0,109.0,0.0,0,1,0.0,1.0
tt0119670,9806,The Mighty,1998.0,75,40,79.0,8460.0,99.0,1.0,1,1,0.0,1.0
tt0119707,10006,Mortal Kombat: Annihilation,1997.0,2,43,25.0,88172.0,94.0,0.0,0,1,0.0,1.0
tt0119887,11106,The Pest,1997.0,8,24,68.0,31481.0,84.0,0.0,0,1,0.0,0.0
tt0119934,16392,Without Limits,1998.0,79,38,91.0,7850.0,119.0,1.0,0,1,0.0,2.0
tt0120029,11924,RocketMan,1997.0,21,19,72.0,27988.0,94.0,0.0,0,1,0.0,1.0
tt0120036,11995,Rosewood,1997.0,86,49,83.0,7955.0,122.0,1.0,1,1,0.0,18.0
tt0120112,12464,She's So Lovely,1997.0,66,41,62.0,5797.0,97.0,0.0,0,1,0.0,3.0
tt0120133,12575,A Simple Wish,1997.0,25,16,41.0,55273.0,89.0,0.0,0,1,0.0,0.0
tt0120142,12611,The Sixth Man,1997.0,23,13,58.0,9859.0,107.0,0.0,0,1,1.0,0.0
tt0120176,12883,The Spanish Prisoner,1997.0,89,61,81.0,7780.0,112.0,1.0,1,1,0.0,2.0
tt0120177,12891,Spawn,1997.0,18,45,36.0,186093.0,99.0,0.0,0,1,0.0,3.0
tt0120207,1120,Steel,1997.0,12,26,16.0,7043.0,93.0,0.0,0,1,0.0,4.0
tt0120213,12642,Slappy and the Stinkers,1997.0,0,5,62.0,2078.0,78.0,0.0,0,1,1.0,0.0
tt0120255,13339,The Sweet Hereafter,1997.0,100,58,86.0,11620.0,110.0,1.0,1,1,0.0,2.0
tt0120321,12703,Smoke Signals,1998.0,83,30,82.0,10368.0,88.0,1.0,0,1,0.0,1.0
tt0120324,12573,A Simple Plan,1998.0,90,71,81.0,39306.0,121.0,1.0,1,1,0.0,0.0
tt0120338,15314,Titanic,1997.0,89,189,69.0,35797635.0,194.0,1.0,1,1,0.0,0.0
tt0120382,15534,The Truman Show,1998.0,94,126,89.0,583174.0,103.0,1.0,1,1,0.0,0.0
tt0120472,15928,Waco: The Rules of Engagement,1997.0,88,16,87.0,1348.0,165.0,1.0,0,1,0.0,29.0
tt0120576,4855,Dance with Me,1998.0,51,43,67.0,36325.0,127.0,0.0,0,1,0.0,1.0
tt0120577,1952,54,1998.0,17,69,43.0,31426.0,92.0,0.0,0,1,0.0,1.0
tt0120611,1161,Blade,1998.0,54,101,78.0,499581.0,121.0,0.0,0,1,0.0,1.0
tt0120670,1134,Firestorm,1998.0,12,26,26.0,6382.0,89.0,0.0,0,1,0.0,0.0
tt0120696,7079,Hard Rain,1997.0,28,43,34.0,37483.0,96.0,0.0,0,1,1.0,1.0
tt0120725,8590,Krippendorf's Tribe,1998.0,16,37,24.0,7012.0,94.0,0.0,0,1,0.0,0.0
tt0120741,1162,Mafia!,1998.0,14,42,47.0,12049.0,84.0,0.0,0,1,1.0,3.0
tt0120753,9828,The Million Dollar Hotel,2000.0,25,44,68.0,11380.0,122.0,0.0,0,1,0.0,0.0
tt0120764,10215,My Favorite Martian,1999.0,12,42,30.0,51791.0,93.0,0.0,0,1,0.0,1.0
tt0120765,10226,My Giant,1998.0,19,27,25.0,8939.0,106.0,0.0,0,1,0.0,3.0
tt0120784,1193,Payback,1999.0,54,74,69.0,98929.0,100.0,0.0,0,1,0.0,0.0
tt0120789,11240,Pleasantville,1998.0,85,94,79.0,230868.0,125.0,1.0,1,1,0.0,1.0
tt0120891,16323,Wild Wild West,1999.0,17,131,28.0,464227.0,107.0,0.0,0,1,0.0,1.0
tt0120903,16500,X-Men,2000.0,81,172,83.0,1067514.0,104.0,1.0,1,1,0.0,0.0
tt0120910,5941,Fantasia 2000,2000.0,81,83,75.0,62478.0,90.0,1.0,1,1,1.0,15.0
tt0120917,5670,The Emperor's New Groove,2000.0,85,129,83.0,450236.0,79.0,1.0,1,1,0.0,1.0
tt0122529,7258,Henry Fool,1998.0,90,29,82.0,5524.0,137.0,1.0,0,1,1.0,0.0
tt0123034,4806,Dead Man's Curve,1998.0,11,9,53.0,4657.0,90.0,0.0,0,1,0.0,1.0
tt0125664,1216,Man on the Moon,1999.0,63,119,79.0,94144.0,118.0,0.0,0,1,0.0,0.0
