tconst,averageRating,numVotes
tt0096046,5.3,6222
tt0096073,5.8,16976
tt0096094,6.0,14932
tt0096193,5.7,5005
tt0096219,7.2,15490
tt0096223,5.7,4555
tt0096241,4.1,1222
tt0096256,7.2,162701
tt0096321,5.2,2520
tt0096328,7.6,6390
tt0096329,7.8,2286
tt0096332,7.2,40581
tt0096336,7.5,6319
tt0096344,4.8,3519
tt0096378,5.7,5652
tt0096523,5.8,2612
tt0096764,7.1,59726
tt0096786,3.3,1991
tt0096804,3.8,6334
tt0096870,1.8,15249
tt0096894,8.0,3757
tt0096908,7.8,6940
tt0097001,4.2,4387
tt0097100,5.5,8724
tt0097106,7.1,6470
tt0097108,7.5,44747
tt0097174,2.8,2621
tt0097202,7.7,54763
tt0097216,7.9,123216
tt0097236,5.7,8638
tt0097240,7.2,43861
tt0097244,7.2,7166
tt0097257,5.5,27189
tt0097263,5.4,2057
tt0097364,4.3,1421
tt0097368,5.2,26289
tt0097371,4.2,1526
tt0097372,8.1,7136
tt0097373,5.6,2815
tt0097388,4.5,47930
tt0097390,6.0,15613
tt0097416,7.1,2367
tt0097441,7.8,153173
tt0097503,6.0,2276
tt0097521,5.3,2181
tt0097527,5.2,5268
tt0097530,5.8,2497
tt0097534,4.4,3321
tt0097539,7.1,2052
tt0097570,5.9,3401
tt0097573,4.7,1958
tt0097613,5.5,10125
tt0097630,2.6,1569
tt0097636,6.0,4432
tt0097722,7.4,24541
tt0097727,7.4,1722
tt0097733,7.3,200438
tt0097757,7.6,310288
tt0097778,6.0,90734
tt0097814,7.8,186109
tt0097815,7.2,82633
tt0097841,7.3,2573
tt0097851,8.2,1809
tt0097870,7.4,1358
tt0097884,7.2,3624
tt0097911,4.8,4221
tt0097937,7.8,84755
tt0097940,7.5,32890
tt0097942,5.7,1662
tt0097958,7.5,246589
tt0098022,5.7,2249
tt0098040,5.8,2955
tt0098052,5.1,1295
tt0098055,7.1,3396
tt0098073,5.7,2149
tt0098136,4.7,2900
tt0098156,2.7,4059
tt0098184,5.9,2051
tt0098189,7.3,1558
tt0098205,4.5,1775
tt0098251,4.6,1304
tt0098257,4.5,2100
tt0098258,7.3,101421
tt0098319,7.3,9836
tt0098320,5.5,19195
tt0098321,4.3,2213
tt0098327,7.6,18928
tt0098347,5.6,1256
tt0098350,4.7,3402
tt0098356,5.7,4274
tt0098360,7.1,14099
tt0098375,4.9,3442
tt0098465,7.5,1453
tt0098502,4.4,6014
tt0098519,6.0,12533
tt0098554,7.1,120729
tt0098645,5.9,19179
tt0098649,4.0,2550
tt0098999,7.6,9932
tt0099043,8.2,3334
tt0099073,7.2,7462
tt0099108,5.4,6367
tt0099142,5.8,2044
tt0099143,6.0,2279
tt0099172,7.9,1422
tt0099204,5.8,17447
tt0099266,7.6,6096
tt0099273,6.5,2668
tt0099364,4.9,3303
tt0099384,5.2,4346
tt0099385,5.7,22939
tt0099395,5.3,2776
tt0099399,4.9,8883
tt0099441,5.1,1930
tt0099450,5.7,3544
tt0099487,7.8,562521
tt0099492,7.7,3081
tt0099512,5.5,10662
tt0099520,5.1,1521
tt0099587,5.8,8365
tt0099654,4.4,8807
tt0099669,7.6,7546
tt0099691,4.7,9064
tt0099697,5.0,14054
tt0099701,4.7,3397
tt0099720,4.5,1734
tt0099739,5.8,34428
tt0099750,5.6,4390
tt0099776,7.5,18551
tt0099785,7.8,739473
tt0099810,7.5,229803
tt0099832,5.8,1650
tt0099871,7.4,128260
tt0099949,7.4,1805
tt0099991,5.8,1878
tt0100046,7.3,5594
tt0100049,7.6,6510
tt0100050,4.7,50907
tt0100079,5.2,1651
tt0100095,7.3,13932
tt0100107,5.9,9773
tt0100112,7.1,11008
tt0100129,5.5,2857
tt0100151,7.6,3404
tt0100156,5.5,2649
tt0100157,7.8,263886
tt0100196,7.1,4687
tt0100211,7.4,9676
tt0100232,5.6,19626
tt0100261,5.1,2503
tt0100332,8.2,20899
tt0100339,7.0,6223
tt0100405,7.1,401865
tt0100436,7.2,33324
tt0100470,7.5,2496
tt0100475,4.8,10821
tt0100486,7.1,21333
tt0100502,5.8,99499
tt0100514,5.9,31611
tt0100608,5.6,1652
tt0100611,5.4,3225
tt0100649,4.1,2276
tt0100681,7.6,4880
tt0100747,7.1,3933
tt0100814,7.2,164970
tt0100904,4.6,1542
tt0100911,5.9,6655
tt0100975,3.4,2058
tt0100991,6.2,2019
tt0101256,4.4,2052
tt0101258,7.4,28255
tt0101264,2.9,2627
tt0101268,5.8,3002
tt0101309,4.1,3798
tt0101327,5.8,1794
tt0101414,8.0,503397
tt0101428,7.5,10482
tt0101453,5.9,13513
tt0101455,5.0,3320
tt0101492,5.7,5531
tt0101507,7.8,167463
tt0101523,5.4,9314
tt0101526,7.2,1689
tt0101597,7.0,3276
tt0101605,7.6,42511
tt0101615,3.0,10809
tt0101627,4.5,14341
tt0101649,8.5,15855
tt0101660,5.8,4219
tt0101675,3.6,1849
tt0101698,7.2,23218
tt0101701,5.8,10716
tt0101725,5.2,2439
tt0101732,4.9,1992
tt0101761,7.2,106661
tt0101775,6.0,33630
tt0101864,5.3,1377
tt0101917,4.7,55526
tt0101921,7.7,90523
tt0101985,8.2,14863
tt0101988,5.0,6886
tt0102011,5.7,7621
tt0102015,8.1,25541
tt0102095,5.8,8331
tt0102138,8.0,181280
tt0102164,7.2,12342
tt0102258,7.2,3395
tt0102269,4.3,1525
tt0102340,4.3,1397
tt0102343,5.7,16000
tt0102351,5.2,4491
tt0102388,7.2,21439
tt0102395,4.5,7278
tt0102421,7.5,3778
tt0102443,7.1,10584
tt0102469,5.8,10517
tt0102569,2.7,1939
tt0102583,7.5,1963
tt0102587,7.6,41904
tt0102593,5.9,4933
tt0102701,8.0,2415
tt0102721,7.2,7522
tt0102741,5.7,1979
tt0102782,5.2,23171
tt0102800,5.5,8056
tt0102815,7.1,1758
tt0102816,7.4,3142
tt0102848,5.3,4176
tt0102849,5.4,5470
tt0102910,4.9,1536
tt0102913,5.3,2160
tt0102926,8.6,1709768
tt0102943,7.0,25142
tt0102996,5.5,2474
tt0103010,7.2,1944
tt0103016,5.8,11249
tt0103030,7.0,18637
tt0103077,5.6,2941
tt0103111,4.8,1651
tt0103116,5.4,2872
tt0103130,7.4,12987
tt0103157,4.8,1821
tt0103184,5.0,5803
tt0103186,7.1,4073
tt0103295,7.1,5155
tt0103303,5.6,3211
tt0103596,5.4,24892
tt0103671,7.1,11462
tt0103767,8.5,42987
tt0103773,4.8,4631
tt0103786,5.7,81038
tt0103791,7.1,12131
tt0103848,5.2,1948
tt0103872,6.9,4985
tt0103874,7.4,267587
tt0103888,7.5,4419
tt0103927,3.5,2890
tt0103939,7.5,65346
tt0103956,5.2,50943
tt0103994,7.1,20408
tt0104014,5.2,7566
tt0104027,5.8,2419
tt0104028,7.8,3884
tt0104036,7.2,63229
tt0104046,7.5,4616
tt0104082,5.8,1320
tt0104114,5.9,17885
tt0104135,4.3,2431
tt0104187,5.9,48458
tt0104279,5.7,5398
tt0104299,5.4,18701
tt0104350,7.7,3722
tt0104391,4.3,1593
tt0104409,5.5,37864
tt0104438,5.9,20349
tt0104466,7.5,32839
tt0104553,7.2,2879
tt0104605,7.1,8920
tt0104652,7.7,115366
tt0104658,7.2,2328
tt0104662,7.3,4360
tt0104694,7.4,129698
tt0104706,7.9,7951
tt0104740,7.1,8840
tt0104756,7.3,25390
tt0104759,5.4,1473
tt0104761,5.9,1730
tt0104770,7.1,4582
tt0104782,7.4,7668
tt0104797,7.7,110503
tt0104804,4.7,3690
tt0104810,8.1,5108
tt0104837,3.6,2750
tt0104870,5.7,3734
tt0104879,5.5,2274
tt0104940,7.8,81858
tt0104969,3.9,1467
tt0105046,7.4,51005
tt0105059,5.3,3034
tt0105089,7.5,1231
tt0105104,5.9,53370
tt0105107,7.3,6459
tt0105137,7.7,2416
tt0105151,7.5,71775
tt0105179,4.1,2361
tt0105185,7.6,6030
tt0105271,8.1,14722
tt0105287,5.5,3214
tt0105291,5.5,1759
tt0105322,4.5,2868
tt0105328,7.1,4450
tt0105395,5.5,1645
tt0105438,7.6,2371
tt0105477,4.4,47057
tt0105480,5.7,1544
tt0105488,7.2,30793
tt0105526,5.1,1519
tt0105597,5.4,2359
tt0105602,8.0,6481
tt0105616,5.5,13161
tt0105631,5.2,2099
tt0105652,7.2,5272
tt0105719,5.8,2367
tt0105750,7.6,7140
tt0105764,7.7,3436
tt0105792,5.4,5387
tt0105807,4.8,1296
tt0105811,5.6,2591
tt0105871,5.9,1966
tt0105888,7.9,8963
tt0106185,5.6,1811
tt0106257,3.1,4596
tt0106258,5.0,2308
tt0106303,5.1,1213
tt0106330,7.1,3138
tt0106341,7.3,16001
tt0106343,5.8,1240
tt0106379,5.3,4436
tt0106393,5.6,6956
tt0106400,5.1,21047
tt0106417,7.7,3121
tt0106438,7.3,3169
tt0106450,5.3,4369
tt0106455,5.0,7100
tt0106466,5.2,4442
tt0106476,5.9,1507
tt0106519,7.9,246727
tt0106521,3.7,4696
tt0106557,4.4,10390
tt0106579,7.0,6497
tt0106655,7.8,4355
tt0106684,4.1,4212
tt0106701,5.7,68996
tt0106753,4.4,4545
tt0106761,4.0,14794
tt0106779,5.6,3952
tt0106873,5.8,8871
tt0106877,5.0,3701
tt0106881,7.0,26005
tt0106913,3.6,3068
tt0106950,5.9,31996
tt0107007,7.6,33256
tt0107009,4.7,4439
tt0107048,8.0,734835
tt0107107,5.6,1938
tt0107130,7.1,4547
tt0107147,5.6,1499
tt0107156,7.6,18789
tt0107157,7.0,2248
tt0107166,7.3,6713
tt0107207,8.1,201832
tt0107209,7.2,9776
tt0107282,7.7,19578
tt0107290,8.2,1168983
tt0107311,7.1,4186
tt0107321,5.3,3369
tt0107330,7.5,1585
tt0107333,4.7,2298
tt0107358,7.5,3493
tt0107387,4.8,33404
tt0107472,8.0,3164
tt0107478,5.1,18715
tt0107507,7.3,49605
tt0107611,5.8,7995
tt0107613,5.9,3799
tt0107623,7.0,2753
tt0107625,7.9,2310
tt0107692,7.8,44332
tt0107719,5.9,2845
tt0107756,7.1,20845
tt0107819,4.5,2385
tt0107863,5.5,5292
tt0107870,4.7,2417
tt0107894,5.1,3007
tt0107920,7.3,5276
tt0107927,5.5,10365
tt0107930,5.1,1893
tt0107953,5.9,18366
tt0108053,5.7,3789
tt0108101,7.3,21506
tt0108137,5.8,1416
tt0108148,7.5,18060
tt0108162,5.1,37006
tt0108176,7.6,1203
tt0108186,6.0,24684
tt0108187,3.9,6478
tt0108194,7.6,2154
tt0108211,7.5,40184
tt0108255,4.2,67502
tt0108258,5.1,9525
tt0108275,4.7,2432
tt0108277,4.6,1823
tt0108311,5.3,3863
tt0108339,5.5,6545
tt0108350,3.6,1682
tt0108358,7.8,190262
tt0108394,7.8,118357
tt0108447,5.1,1351
tt0108504,7.5,5234
tt0108515,7.3,4698
tt0108551,7.4,26679
tt0108565,5.6,2344
tt0108569,5.5,1917
tt0108574,7.3,1370
tt0108606,5.8,1862
tt0108633,5.7,2928
tt0109000,6.9,2780
tt0109066,7.4,5446
tt0109067,5.6,9869
tt0109098,4.4,1780
tt0109117,8.0,57738
tt0109120,5.7,7688
tt0109144,4.4,1275
tt0109277,7.6,2454
tt0109288,5.2,11142
tt0109348,7.4,44207
tt0109370,5.9,19411
tt0109402,5.9,23300
tt0109415,4.3,9145
tt0109439,5.6,21684
tt0109442,4.4,1969
tt0109443,5.7,4369
tt0109445,7.7,239821
tt0109447,5.6,9373
tt0109456,5.2,27421
tt0109478,4.7,1429
tt0109480,5.2,7957
tt0109506,7.5,229764
tt0109515,3.8,1670
tt0109517,4.3,1466
tt0109529,7.1,1481
tt0109579,7.2,28860
tt0109642,7.4,52865
tt0109676,5.6,22933
tt0109686,7.3,441414
tt0109688,7.0,18179
tt0109702,6.9,2478
tt0109739,4.7,3228
tt0109783,5.2,3514
tt0109791,7.0,5796
tt0109798,5.8,3734
tt0109809,4.9,2217
tt0109830,8.8,2478418
tt0109835,5.8,1810
tt0109842,7.5,16123
tt0109858,4.4,1539
tt0109958,7.3,1392
tt0109959,5.3,4031
tt0109965,5.8,4114
tt0110022,3.2,1681
tt0110027,4.5,23196
tt0110044,5.1,1764
tt0110052,4.6,1261
tt0110076,7.5,24163
tt0110081,8.3,22204
tt0110116,7.4,27474
tt0110146,5.4,9559
tt0110168,5.6,1965
tt0110169,2.8,10794
tt0110200,7.5,26601
tt0110201,7.5,5303
tt0110202,7.2,1201
tt0110216,4.8,77717
tt0110222,7.6,20325
tt0110251,7.1,1285
tt0110255,4.1,4050
tt0110280,7.4,2645
tt0110296,7.4,4102
tt0110305,5.9,7078
tt0110308,7.0,28425
tt0110322,7.5,198437
tt0110329,4.7,13172
tt0110353,5.5,7595
tt0110361,7.1,5879
tt0110367,7.3,68773
tt0110410,4.6,2175
tt0110442,5.7,29670
tt0110521,7.1,1096
tt0110538,5.4,14764
tt0110613,5.3,22102
tt0110632,7.2,266696
tt0110649,5.6,1370
tt0110657,4.6,37891
tt0110659,7.5,1295
tt0110668,5.9,2333
tt0110689,5.8,3324
tt0110712,4.9,2630
tt0110719,7.3,1762
tt0110785,5.3,1284
tt0110857,3.5,38049
tt0110877,7.8,41260
tt0110882,7.8,16632
tt0110907,5.2,16648
tt0110917,7.5,13513
tt0110932,7.5,77471
tt0110989,5.5,78789
tt0111003,5.9,10467
tt0111019,7.3,7199
tt0111093,5.2,2607
tt0111149,7.2,70532
tt0111161,9.3,3165711
tt0111174,5.2,1411
tt0111175,5.1,1870
tt0111190,4.7,6378
tt0111216,5.1,1223
tt0111264,4.7,1153
tt0111282,7.0,218122
tt0111361,5.4,6632
tt0111400,5.5,15510
tt0111438,6.0,69374
tt0111470,5.5,2371
tt0111488,5.4,2223
tt0111512,7.5,51438
tt0111549,5.7,3059
tt0111666,7.3,4930
tt0111786,8.0,6234
tt0111797,7.8,24923
tt0112342,5.7,4627
tt0112366,5.9,3798
tt0112373,8.1,1459
tt0112379,7.4,10011
tt0112389,7.1,5236
tt0112427,5.8,3222
tt0112435,5.8,7016
tt0112438,4.3,6436
tt0112453,7.1,51622
tt0112461,7.3,131637
tt0112492,4.3,1624
tt0112499,5.6,11858
tt0112513,7.4,1984
tt0112553,8.1,15087
tt0112573,8.3,1156114
tt0112602,5.7,7343
tt0112609,7.1,2061
tt0112619,7.3,3633
tt0112625,5.3,15765
tt0112634,3.7,2397
tt0112641,8.2,614923
tt0112682,7.4,74678
tt0112685,4.1,1523
tt0112740,7.4,135304
tt0112757,7.7,11838
tt0112767,7.1,5911
tt0112800,6.9,3883
tt0112851,7.1,207484
tt0112864,7.6,429346
tt0112873,1.6,3210
tt0112895,4.5,3163
tt0113014,5.4,2188
tt0113049,5.1,2170
tt0113063,5.5,1360
tt0113074,3.9,3790
tt0113114,5.1,20629
tt0113189,7.2,284718
tt0113247,8.1,223932
tt0113253,4.7,46438
tt0113277,8.3,795942
tt0113403,7.2,2906
tt0113429,7.0,2180
tt0113442,6.0,27985
tt0113443,7.1,3397
tt0113463,5.7,3348
tt0113492,5.6,131656
tt0113500,4.3,9259
tt0113533,5.2,1817
tt0113540,7.0,91249
tt0113552,6.0,21159
tt0113580,7.0,2622
tt0113598,7.3,1373
tt0113627,7.5,144480
tt0113674,5.2,2148
tt0113703,7.9,13153
tt0113725,7.5,8347
tt0113729,5.4,7383
tt0113749,7.0,133876
tt0113755,5.3,11162
tt0113757,5.9,1658
tt0113774,7.2,1440
tt0113808,5.4,3709
tt0113820,5.3,32026
tt0113824,7.8,82375
tt0113828,7.4,4394
tt0113845,5.7,45221
tt0113851,5.7,4426
tt0113855,5.8,131448
tt0113870,7.3,32802
tt0113922,7.3,1657
tt0113971,7.3,4190
tt0113982,5.4,1647
tt0113986,5.5,40122
tt0113987,7.0,34509
tt0114055,7.4,5159
tt0114099,5.8,4561
tt0114108,5.6,6021
tt0114193,4.6,1415
tt0114196,4.1,1353
tt0114234,7.4,11102
tt0114306,4.6,3037
tt0114323,7.1,19212
tt0114388,7.7,136581
tt0114429,7.1,2798
tt0114432,5.1,2562
tt0114443,5.7,1370
tt0114465,4.0,1559
tt0114478,7.4,39857
tt0114489,4.4,1470
tt0114496,5.8,16627
tt0114508,5.9,91443
tt0114622,4.9,1436
tt0114626,7.1,1751
tt0114666,5.0,1331
tt0114690,7.0,4631
tt0114709,8.3,1165789
tt0114732,7.2,8122
tt0114746,8.0,677088
tt0114781,5.6,53087
tt0114787,8.0,63978
tt0114814,8.5,1231883
tt0114825,4.7,26780
tt0114863,7.6,7970
tt0114906,7.3,40217
tt0114996,7.8,9454
tt0115005,7.5,3873
tt0115040,7.6,2333
tt0115042,4.7,2337
tt0115433,5.8,124007
tt0115472,5.3,6637
tt0115530,5.8,4237
tt0115568,4.4,2079
tt0115577,8.0,2028
tt0115610,5.8,9822
tt0115624,3.6,32964
tt0115633,7.3,5083
tt0115639,7.1,36199
tt0115640,7.6,27180
tt0115650,7.1,6168
tt0115658,7.1,4277
tt0115676,4.8,5867
tt0115683,4.4,31513
tt0115685,7.3,115134
tt0115701,4.3,1868
tt0115736,7.3,66647
tt0115738,7.1,6394
tt0115742,4.9,3968
tt0115744,7.2,22223
tt0115751,7.8,75626
tt0115783,5.8,42367
tt0115794,4.5,1691
tt0115822,7.2,2625
tt0115836,5.0,5653
tt0115851,5.3,11167
tt0115940,7.6,11796
tt0115994,5.9,5871
tt0116039,3.8,1873
tt0116040,6.0,81201
tt0116116,7.1,1134
tt0116165,2.8,9134
tt0116209,7.4,212821
tt0116225,5.7,85479
tt0116231,8.1,75136
tt0116240,5.9,5322
tt0116247,5.5,4352
tt0116261,7.3,1470
tt0116269,5.7,2424
tt0116274,7.2,1643
tt0116289,5.4,12066
tt0116293,5.4,3072
tt0116308,7.1,6738
tt0116311,5.3,12201
tt0116367,7.2,367956
tt0116405,4.7,1538
tt0116407,7.6,4751
tt0116426,7.2,10700
tt0116480,7.2,1815
tt0116506,5.9,3339
tt0116514,5.1,26721
tt0116587,5.8,1573
tt0116589,7.5,3239
tt0116606,4.9,4483
tt0116681,5.6,1205
tt0116692,7.4,4764
tt0116695,7.3,309155
tt0116705,5.8,129677
tt0116707,5.5,15393
tt0116736,7.0,10186
tt0116739,7.8,3081
tt0116752,7.6,10518
tt0116756,3.2,26583
tt0116763,7.5,4957
tt0116767,7.4,7293
tt0116791,5.4,3649
tt0116828,5.4,2102
tt0116839,2.6,10744
tt0116851,7.4,4431
tt0116852,7.5,5371
tt0116860,8.6,18918
tt0116883,4.9,1864
tt0116897,4.0,1922
tt0116905,7.4,35423
tt0116922,7.6,169212
tt0116962,7.4,2308
tt0117002,5.8,16601
tt0117039,7.1,35987
tt0117056,7.5,3566
tt0117060,7.2,515051
tt0117070,5.2,2875
tt0117128,7.1,19289
tt0117143,7.1,1619
tt0117151,7.2,2113
tt0117214,7.7,5076
tt0117238,4.0,3482
tt0117260,5.7,2234
tt0117283,5.0,11865
tt0117293,8.2,19451
tt0117315,7.4,1792
tt0117318,7.3,105443
tt0117342,4.2,2680
tt0117372,5.7,15056
tt0117412,5.8,2049
tt0117427,5.4,3585
tt0117477,7.3,8539
tt0117482,4.8,1154
tt0117500,7.4,378619
tt0117533,5.8,2045
tt0117550,2.7,9949
tt0117555,8.1,2578
tt0117571,7.4,441372
tt0117609,5.7,3721
tt0117611,4.8,1983
tt0117615,7.7,12445
tt0117688,4.1,4748
tt0117690,7.2,3155
tt0117723,5.3,42871
tt0117731,7.6,137409
tt0117768,4.3,7599
tt0117797,7.5,4858
tt0117802,7.2,92105
tt0117826,5.4,16847
tt0117891,5.7,5984
tt0117894,5.8,36748
tt0117898,5.2,1484
tt0117909,7.2,4165
tt0117913,7.5,204418
tt0117924,5.8,5290
tt0117951,8.1,766099
tt0117958,7.1,18672
tt0117965,5.7,8446
tt0118011,8.1,2397
tt0118073,5.9,12549
tt0118083,5.0,2083
tt0118138,5.6,3618
tt0118147,7.9,20317
tt0118521,8.8,1176
tt0118540,7.8,3877
tt0118541,5.4,11695
tt0118588,7.1,3166
tt0118589,2.5,24478
tt0118660,4.6,1299
tt0118663,4.9,6343
tt0118665,2.6,28375
tt0118715,8.1,913107
tt0118749,7.9,303587
tt0118750,5.5,10098
tt0118751,8.0,19913
tt0118755,5.9,24904
tt0118788,7.0,2875
tt0118799,8.6,807764
tt0118818,7.1,6688
tt0118819,7.3,35359
tt0118826,7.7,18731
tt0118843,8.0,58543
tt0118849,8.2,89354
tt0118852,7.0,5005
tt0118906,7.4,2466
tt0118927,4.5,2095
tt0118998,5.4,107393
tt0119008,7.7,354555
tt0119013,4.8,38618
tt0119038,7.6,47401
tt0119055,4.8,1725
tt0119072,2.0,1461
tt0119084,5.3,1327
tt0119086,5.4,15055
tt0119088,4.7,1235
tt0119097,7.2,2835
tt0119116,7.6,541137
tt0119137,5.3,99782
tt0119142,5.9,12993
tt0119169,6.0,1477
tt0119174,7.7,467438
tt0119177,7.7,345159
tt0119190,5.6,89642
tt0119203,2.8,2507
tt0119215,5.8,35969
tt0119219,5.6,4646
tt0119239,7.3,6193
tt0119247,5.8,3173
tt0119250,7.7,35390
tt0119263,7.2,3600
tt0119272,5.7,2427
tt0119282,7.3,277601
tt0119304,5.1,9439
tt0119305,5.7,5343
tt0119327,5.1,2181
tt0119349,7.3,63437
tt0119361,7.1,14799
tt0119375,7.2,17169
tt0119385,8.4,8913
tt0119389,7.1,2273
tt0119432,5.2,27495
tt0119448,7.7,11947
tt0119457,4.5,1123
tt0119502,5.4,2599
tt0119512,7.3,3084
tt0119522,5.4,2638
tt0119560,5.9,2292
tt0119561,7.6,1370
tt0119588,5.8,2763
tt0119626,7.6,5037
tt0119640,4.6,7401
tt0119642,5.3,5193
tt0119657,7.6,2980
tt0119670,7.2,14788
tt0119707,3.6,61437
tt0119792,7.3,10976
tt0119815,7.4,6351
tt0119820,5.8,1565
tt0119822,7.7,337122
tt0119887,4.8,9791
tt0119889,4.3,6166
tt0119910,5.5,3514
tt0119934,7.2,7996
tt0119981,5.9,2204
tt0119989,5.3,2170
tt0120001,7.0,2604
tt0120029,5.9,11120
tt0120036,7.2,9376
tt0120087,4.5,1272
tt0120088,5.3,3705
tt0120090,7.0,2168
tt0120112,5.9,9078
tt0120125,7.6,13351
tt0120126,7.5,1802
tt0120133,5.4,6195
tt0120142,5.7,6784
tt0120176,7.1,27407
tt0120177,5.2,76297
tt0120190,5.1,1378
tt0120207,3.0,15863
tt0120213,5.1,1516
tt0120214,1.6,2632
tt0120255,7.4,38108
tt0120321,7.2,13368
tt0120324,7.5,82908
tt0120338,8.0,1383579
tt0120381,5.2,1278
tt0120382,8.2,1358927
tt0120456,7.4,3182
tt0120472,7.8,3856
tt0120522,7.1,4867
tt0120550,5.4,3404
tt0120576,6.0,7204
tt0120577,5.9,35725
tt0120586,8.5,1267238
tt0120611,7.1,328353
tt0120619,5.0,2221
tt0120623,7.2,336082
tt0120626,7.1,3607
tt0120655,7.3,239757
tt0120670,4.9,4554
tt0120689,8.6,1550407
tt0120696,5.9,39238
tt0120701,5.0,21792
tt0120710,5.5,14163
tt0120714,7.0,9232
tt0120723,5.6,5596
tt0120725,5.1,6636
tt0120731,8.0,73325
tt0120737,8.9,2191847
tt0120741,5.6,16701
tt0120753,5.7,23207
tt0120764,5.1,15114
tt0120765,5.0,7470
tt0120768,7.3,167187
tt0120784,7.0,153130
tt0120789,7.5,142810
tt0120802,7.6,35619
tt0120836,5.1,7242
tt0120851,4.3,2047
tt0120855,7.3,267295
tt0120866,7.0,22218
tt0120878,4.7,1930
tt0120891,4.9,173020
tt0120903,7.3,688812
tt0120910,7.1,43799
tt0120917,7.4,246987
tt0122037,5.3,3206
tt0122082,7.6,8812
tt0122529,7.1,8220
tt0122670,8.2,1370
tt0122689,7.6,2511
tt0122735,7.2,2124
tt0122770,7.7,2123
tt0122883,8.1,1517
tt0123034,5.8,6814
tt0123221,5.6,2101
tt0123328,7.5,3455
tt0123335,7.3,1665
tt0123390,8.6,2124
tt0123391,8.5,2071
tt0123392,8.6,2200
tt0123832,4.9,1285
tt0123948,7.5,36989
tt0124207,7.6,5941
tt0124770,7.5,5086
tt0125301,7.2,1268
tt0125510,4.1,2189
tt0125522,7.1,1567
tt0125664,7.4,143122
tt0125678,5.1,4560
tt0126029,7.9,805018
tt0126388,5.5,27273
tt0126618,5.5,1406
tt0126859,5.3,3495
tt0126861,5.3,2835
tt0126886,7.2,111149
tt0127276,4.6,1304
tt0127354,5.3,3361
tt0127626,7.5,8661
tt0127759,3.8,1775
tt0127834,7.1,1452
tt0127919,4.0,3725
tt0128133,7.2,3741
tt0128232,5.0,1545
tt0128292,7.3,1874
tt0128442,7.3,167987
tt0128445,7.6,207673
tt0128985,8.0,2023
tt0129167,8.1,257963
tt0129387,7.1,347000
tt0129659,7.3,1280
tt0129794,7.8,3442
tt0129908,4.5,2942
tt0130121,5.9,39526
tt0130192,5.0,2240
tt0130216,5.1,1277
tt0130444,7.2,7290
tt0130529,7.6,1523
tt0130827,7.6,217224
tt0131097,7.2,1683
tt0131207,7.4,2296
tt0131436,4.1,2519
tt0131479,7.4,4561
tt0131502,4.8,1711
tt0131646,4.4,18098
tt0131704,4.3,21895
tt0132245,4.6,45040
tt0133046,5.4,22569
tt0133093,8.7,2232292
tt0133189,7.3,36371
tt0133240,7.2,147021
tt0133363,7.6,20823
tt0133826,8.5,3871
tt0134084,5.7,183063
tt0134614,7.8,5102
tt0134786,8.0,2607
tt0135024,5.3,4772
tt0135165,4.0,1249
tt0135519,7.5,1234
tt0135641,5.2,1354
tt0135673,7.6,1937
tt0135790,7.5,11368
tt0136535,4.8,1197
tt0137201,5.9,3547
tt0137439,7.4,6947
tt0137523,8.8,2582869
tt0137799,5.7,2906
tt0138074,1.4,1783
tt0138097,7.1,242356
tt0138304,5.4,58921
tt0138393,7.2,1928
tt0138467,5.7,3293
tt0138681,5.7,1373
tt0138704,7.3,192414
tt0138874,7.2,3469
tt0139076,5.3,1612
tt0139239,7.2,79501
tt0139615,7.0,2583
tt0139809,7.0,82448
tt0139820,7.8,2214
tt0139872,7.9,3283
tt0139876,8.3,13480
tt0140090,8.2,3515
tt0140282,5.5,1299
tt0140399,7.5,4045
tt0140448,8.0,1392
tt0140534,8.1,1750
tt0140796,4.6,6618
tt0140825,7.5,4188
tt0141098,5.5,37270
tt0141716,7.1,1840
tt0141824,7.3,1210
tt0141897,5.2,1783
tt0141907,4.5,5480
tt0141998,8.1,1231
tt0142236,7.6,13778
tt0142238,7.1,8051
tt0142243,7.4,10919
tt0142772,7.1,1470
tt0143012,7.2,1423
tt0143338,4.7,1879
tt0143422,3.6,1732
tt0143428,7.5,5025
tt0143861,7.8,2982
tt0143907,7.4,1677
tt0144020,7.4,3789
tt0144084,7.6,829068
tt0144117,7.6,261469
tt0144120,5.6,69865
tt0144201,7.4,14900
tt0144555,5.5,1930
tt0144782,7.2,2010
tt0144964,4.6,22157
tt0145033,7.2,1650
tt0145503,7.5,16418
tt0145505,5.2,1990
tt0145547,7.1,14533
tt0145653,7.3,24411
tt0146316,5.8,229902
tt0146336,5.6,78015
tt0146675,5.8,122281
tt0146882,7.4,198585
tt0147612,7.7,79464
tt0147800,7.4,445078
tt0149261,5.9,150835
tt0149568,5.4,2130
tt0149601,7.6,12709
tt0150176,4.4,2003
tt0150230,7.6,2053
tt0150915,7.3,11233
tt0150980,7.2,6603
tt0151035,7.6,1453
tt0151572,7.1,4552
tt0151691,7.4,9313
tt0152015,5.7,5659
tt0154183,4.5,1287
tt0154443,5.6,4364
tt0155124,8.6,2164
tt0155388,7.3,9761
tt0155722,7.8,8904
tt0155753,5.6,13302
tt0155796,7.2,1684
tt0156096,7.5,1533
tt0156323,5.7,9983
