tconst,averageRating,numVotes
tt0489458,7.3,6003
tt0490076,5.5,35962
tt0490170,2.7,2802
tt0490181,5.2,27702
tt0490196,3.4,9636
tt0490377,5.9,1611
tt0491046,5.7,3435
tt0491720,5.3,1495
tt0491977,7.2,2902
tt0492487,7.1,1205
tt0492492,5.9,3625
tt0492496,7.4,2205
tt0492754,5.3,2980
tt0492835,7.3,6271
tt0492912,5.4,1675
tt0493076,5.4,3185
tt0493171,5.9,2067
tt0493393,8.0,4560
tt0493404,3.5,3406
tt0493420,7.8,1538
tt0493437,5.5,2516
tt0493452,5.2,1852
tt0493459,7.4,28981
tt0494199,4.4,3831
tt0494206,3.3,1254
tt0494224,5.8,5482
tt0494501,3.1,9468
tt0494724,7.8,1372
tt0494816,7.1,2908
tt0494823,7.9,7242
tt0494834,5.8,12037
tt0494864,5.4,8518
tt0495747,2.9,1463
tt0496350,4.8,3550
tt0496373,3.5,1194
tt0497116,7.4,87016
tt0497316,5.5,1905
tt0497432,4.2,2129
tt0497646,7.3,989
tt0497915,7.3,11228
tt0498097,7.1,15125
tt0498199,5.1,1863
tt0498329,7.1,2066
tt0498353,5.5,101766
tt0498380,7.8,176531
tt0498381,4.5,45615
tt0498386,3.7,1189
tt0499097,5.8,70447
tt0499101,7.4,3421
tt0499262,7.4,14628
tt0499291,7.6,5145
tt0499375,7.7,26161
tt0499456,3.8,1605
tt0499549,7.9,1488779
tt0499570,4.8,5012
tt0756222,5.9,1851
tt0756313,5.6,3564
tt0756683,7.8,217458
tt0756725,7.1,1278
tt0757157,7.2,5548
tt0758742,7.5,33232
tt0758758,8.0,693335
tt0758762,3.6,2003
tt0758771,5.7,13089
tt0758774,7.0,249659
tt0758781,3.1,7483
tt0759952,8.3,1950
tt0760187,5.0,6606
tt0762073,7.1,54766
tt0762110,7.2,8044
tt0762111,7.8,5812
tt0762114,5.3,42122
tt0762115,3.8,1848
tt0762138,5.6,12785
tt0763304,2.8,5695
tt0763831,5.9,47368
tt0765429,7.8,483470
tt0765430,5.0,1262
tt0765487,4.7,3057
tt0765833,8.7,12916
tt0765849,7.6,2759
tt0768218,5.4,3599
tt0768222,3.7,3338
tt0769499,4.4,3058
tt0769507,7.2,2871
tt0770802,8.4,39794
tt0770810,3.6,6820
tt0772152,3.1,1345
tt0773318,5.2,1860
tt0774755,5.9,2677
tt0775438,7.1,1189
tt0775539,5.5,27178
tt0776804,5.6,1163
tt0779982,5.8,43436
tt0780485,5.2,2855
tt0780486,5.9,2525
tt0780504,7.8,757501
tt0780521,7.2,185296
tt0780524,7.7,1913
tt0780534,5.3,12938
tt0780567,5.6,16541
tt0780622,5.4,49344
tt0782042,4.3,3818
tt0782700,7.4,1837
tt0783233,7.8,326546
tt0783475,7.5,2141
tt0783530,5.6,1425
tt0783695,5.6,1278
tt0783767,5.8,5794
tt0784972,5.3,11842
tt0785006,5.5,26348
tt0785007,5.3,26258
tt0787442,7.1,4753
tt0787462,7.1,6432
tt0787495,5.5,1534
tt0787524,7.2,66514
tt0790618,5.6,4231
tt0790636,7.9,546096
tt0790662,4.9,2858
tt0790706,7.0,3001
tt0791268,7.6,1119
tt0794374,7.2,4977
tt0794399,7.2,2932
tt0795368,7.3,127466
tt0795370,5.7,1333
tt0795461,3.6,83153
tt0795463,5.7,1147
tt0796302,5.6,13816
tt0796307,7.3,7879
tt0796368,7.3,10540
tt0800003,3.7,11763
tt0800039,7.1,318818
tt0800069,5.1,71036
tt0800320,5.8,304200
tt0800956,7.4,15027
tt0802983,7.2,2109
tt0803057,5.6,20531
tt0803061,7.3,20841
tt0803080,4.8,1070
tt0804443,4.0,4226
tt0804452,3.2,25630
tt0804492,2.0,39631
tt0805185,3.5,1686
tt0805188,7.8,2114
tt0805564,7.3,166448
tt0805605,7.0,1658
tt0806147,3.7,11963
tt0807028,4.6,2760
tt0807716,5.8,2132
tt0808230,5.6,1556
tt0808240,1.5,17011
tt0808331,5.8,13894
tt0808357,7.5,48243
tt0808510,5.1,53008
tt0808532,7.8,1382
tt0809504,5.6,26649
tt0810444,3.4,1760
tt0810772,5.0,1579
tt0810819,7.1,206002
tt0810924,4.5,1189
tt0810945,5.8,5282
tt0811066,7.1,11551
tt0811106,4.9,17367
tt0811128,5.8,1987
tt0813540,3.7,1496
tt0813547,7.5,48461
tt0813548,8.0,1917
tt0814075,7.9,11281
tt0814255,5.9,214458
tt0814380,5.2,2544
tt0814768,5.6,1266
tt0815890,5.7,1462
tt0816258,8.0,16887
tt0816442,7.5,147290
tt0816462,5.2,105695
tt0816539,5.9,6875
tt0816692,8.7,2493087
tt0817177,7.7,107118
tt0817225,7.5,10659
tt0817228,5.1,3338
tt0817538,5.7,64095
tt0819796,7.5,1629
tt0820111,5.7,2498
tt0820117,5.2,2584
tt0821442,7.3,9693
tt0821640,5.8,98848
tt0822833,3.9,3289
tt0822847,5.7,129312
tt0822868,5.4,6641
tt0823451,5.7,1786
tt0823668,6.0,1601
tt0824316,7.9,6462
tt0824375,5.3,1878
tt0825232,7.3,271122
tt0825244,7.1,4023
tt0825283,3.6,4797
tt0826027,5.5,2361
tt0827181,5.1,1316
tt0827503,7.4,36446
tt0827517,7.3,17615
tt0828103,4.4,1495
tt0829176,3.6,8732
tt0829269,8.6,1051
tt0829297,7.3,14371
tt0831887,4.7,64187
tt0832903,7.2,3165
tt0833444,8.0,1230
tt0833476,3.7,3647
tt0834170,7.0,2194
tt0834539,3.8,1153
tt0835418,5.0,9037
tt0835834,7.5,1224
tt0836700,7.1,8648
tt0837791,4.8,3329
tt0838254,5.2,2972
tt0839739,7.2,1451
tt0839811,7.1,1573
tt0839967,8.1,3031
tt0839995,7.5,21448
tt0840322,7.1,11525
tt0840361,7.5,445304
tt0841032,4.9,3534
tt0841108,5.6,2489
tt0841109,7.0,1163
tt0841119,8.1,2833
tt0841150,7.2,6139
tt0843372,5.1,2144
tt0843850,5.9,1939
tt0843878,3.1,1106
tt0844457,7.4,17059
tt0845424,2.5,4309
tt0845439,7.6,14665
tt0845442,5.4,1676
tt0847154,7.0,1241
tt0847817,7.2,8398
tt0847880,7.1,13513
tt0847895,4.6,1100
tt0848228,8.0,1549741
tt0848552,4.7,2000
tt0850669,5.3,2925
tt0850677,4.5,3338
tt0851577,7.8,13223
tt0855729,7.2,4566
tt0855822,8.3,3526
tt0857191,7.6,45969
tt0857300,8.0,2818
tt0857355,7.3,6912
tt0857381,4.4,1269
tt0858492,7.7,5331
tt0859163,5.2,179353
tt0860906,7.9,28412
tt0862748,5.5,1875
tt0865297,7.2,9441
tt0865554,4.9,18042
tt0865560,5.1,2590
tt0866439,5.9,79954
tt0870090,7.2,16869
tt0870111,7.6,115761
tt0870112,7.8,1469
tt0870204,5.8,9598
tt0870937,4.2,3937
tt0871510,8.1,91502
tt0872022,7.4,3731
tt0872190,3.5,2187
tt0872224,7.0,2132
tt0875025,7.1,3151
tt0875034,5.8,46473
tt0875595,7.7,20242
tt0878804,7.6,384871
tt0879870,5.9,113315
tt0880440,5.9,1549
tt0881320,5.9,58620
tt0881891,4.8,46087
tt0883398,3.5,1211
tt0884214,4.2,1310
tt0884335,5.4,3053
tt0884805,5.9,2063
tt0887719,3.9,6331
tt0887912,7.5,494591
tt0887971,4.8,7767
tt0888019,2.6,1791
tt0889134,5.5,3527
tt0889652,7.1,2716
tt0889671,7.4,1304
tt0891592,3.7,26164
tt0892051,5.3,1477
tt0892255,7.1,49650
tt0892425,8.7,1187
tt0892767,5.5,25280
tt0893406,4.5,2942
tt0893412,5.6,16264
tt0893509,2.9,4033
tt0893532,5.4,7801
tt0896872,7.1,37104
tt0897347,5.5,6300
tt0897361,3.6,32139
tt0899106,5.7,35878
tt0900357,5.0,9432
tt0901476,5.5,123137
tt0901481,5.9,3752
tt0902952,5.5,2602
tt0902967,7.3,1515
tt0903624,7.8,923645
tt0903657,7.4,45366
tt0907119,5.5,1184
tt0907134,7.5,4327
tt0907618,7.6,1656
tt0907657,7.8,124742
tt0910885,5.2,8979
tt0910970,8.4,1310910
tt0912580,7.6,1645
tt0912583,7.8,4561
tt0912585,7.6,1295
tt0913354,5.7,32715
tt0913401,5.7,4368
tt0913425,7.2,44053
tt0914798,7.7,272102
tt0914799,5.0,1432
tt0914837,5.8,7329
tt0914863,7.0,99679
tt0915463,5.3,1566
tt0918645,3.2,1299
tt0920458,7.2,20839
tt0920462,4.7,6294
tt0920464,7.5,9619
tt0922642,4.7,4075
tt0923752,8.0,38517
tt0924317,7.2,5508
tt0925130,4.1,1193
tt0926084,7.7,659396
tt0928152,7.8,4402
tt0928375,3.2,1201
tt0929632,7.3,120664
tt0929809,2.0,4074
tt0930098,7.6,1544
tt0930856,7.2,4860
tt0932533,5.1,1723
tt0933342,2.7,1116
tt0934459,3.6,1191
tt0936471,3.8,3003
tt0936501,7.7,669272
tt0937347,5.6,2184
tt0937373,4.5,1998
tt0938330,4.9,71279
tt0938341,7.6,13737
tt0940651,2.2,1578
tt0940657,5.3,12353
tt0948542,5.3,1494
tt0948547,5.6,7626
tt0949564,7.2,2532
tt0949815,7.6,1428
tt0951216,5.9,24243
tt0951335,5.3,17105
tt0953369,4.4,1771
tt0954914,5.6,2428
tt0954937,7.1,1113
tt0959306,4.9,3529
tt0959329,5.4,14941
tt0959337,7.3,234892
tt0959342,5.2,2309
tt0960066,4.4,1481
tt0960097,5.5,2083
tt0961066,7.5,6166
tt0961079,7.7,1722
tt0961117,5.8,2178
tt0962736,7.2,69033
tt0963794,5.9,90593
tt0964517,7.8,406572
tt0965649,7.3,3797
tt0968712,7.3,2469
tt0970416,5.5,186701
tt0972558,5.1,6031
tt0973783,7.7,4450
tt0974536,4.7,1761
tt0975684,7.2,2036
tt0976060,7.0,12637
tt0976209,5.1,1525
tt0976238,5.3,40739
tt0976247,4.6,9484
tt0977214,5.5,7589
tt0977648,7.7,1747
tt0978649,7.5,8009
tt0978670,5.4,1251
tt0978759,7.1,27163
tt0978797,4.9,2450
tt0979434,5.1,12027
tt0981224,5.1,4501
tt0982893,5.4,1352
tt0983193,7.3,253885
tt0983213,7.4,70457
tt0983990,8.2,3037
tt0984130,6.3,1256
tt0984177,7.3,2266
tt0984200,5.8,9282
tt0984202,7.6,2551
tt0985025,4.4,7260
tt0985593,4.6,2959
tt0986233,7.5,76343
tt0986329,8.4,4245
tt0988043,4.1,2684
tt0988045,7.5,704067
tt0988849,5.2,11966
tt0989000,7.2,8509
tt0989760,5.1,1354
tt0990372,7.8,4897
tt0990404,7.2,4910
tt0990407,5.8,168748
tt0991174,5.7,2233
tt0993755,6.5,523
tt0993841,5.2,2689
tt0995740,7.3,11029
tt0995747,7.2,3836
tt0995757,5.2,1540
tt0995827,4.5,1322
tt0995829,7.0,15458
tt0995868,7.1,23072
tt0996605,7.0,10536
tt0996934,5.5,2690
tt0997047,4.4,17207
tt0997246,7.9,11896
tt10003008,5.7,43105
tt10006006,5.4,8775
tt10015286,6.5,2696
tt1001548,4.6,1360
tt1001562,3.5,6722
tt10023024,4.7,11253
tt1002563,5.7,4081
tt10043660,3.8,1118
tt10050782,7.1,1638
tt10062614,5.4,4961
tt1007950,5.5,1376
tt10085338,5.7,2062
tt10091530,5.0,3450
tt10096842,4.6,8202
tt1010048,8.0,907740
tt1010445,3.6,1454
tt10121392,4.6,48266
tt10123970,8.2,6614
tt10126434,5.7,5729
tt1013860,5.1,16097
tt1014672,7.6,12675
tt1014774,7.1,2574
tt1014775,4.0,27367
tt1014809,7.0,7084
tt10148118,4.7,3491
tt1015971,7.7,1424
tt1016164,7.1,2296
tt1016241,3.9,1155
tt1016268,7.5,21149
tt1016290,7.0,9532
tt10168672,4.8,1989
tt1018764,7.2,4018
tt10192566,5.1,5410
tt10199640,7.2,13082
tt10199664,7.2,2254
tt10199670,4.5,1577
tt1020055,5.7,10212
tt1020072,7.5,98953
tt1020543,5.8,10192
tt1020885,5.1,21673
tt1020978,5.5,1710
tt10214826,8.3,21905
tt10228134,5.6,39076
tt1022883,4.7,2747
tt10230404,4.5,6262
tt10230422,5.8,6216
tt10230436,7.5,1628
tt1023490,7.2,20398
tt10235600,3.7,1522
tt10239930,3.2,1113
tt10244008,5.5,471
tt1024964,7.8,1248
tt1025100,5.7,130470
tt10253466,5.6,3423
tt10262380,5.9,6336
tt10263320,1.4,10259
tt10264340,2.4,3318
tt10272386,8.2,242020
tt10279362,5.9,9566
tt1028532,8.1,340636
tt1028576,7.2,32496
tt10288566,7.7,224246
tt10289996,7.5,1629
tt1029172,8.1,2594
tt1029231,5.4,28471
tt1029360,4.9,64357
tt10295212,8.3,135975
tt10307724,5.5,4423
tt10308928,4.6,14386
tt10309552,5.5,5712
tt10309906,5.8,11199
tt10319486,3.8,4298
tt10322274,7.4,27438
tt10327252,5.4,48386
tt1032755,7.2,274564
tt1032815,5.4,39276
tt1032821,7.4,13180
tt10329134,7.3,9668
tt10332854,3.5,1271
tt10333426,5.4,21729
tt10334602,7.1,2318
tt1033575,7.3,259228
tt1034032,5.7,143648
tt1034302,5.9,5468
tt1034303,7.1,160801
tt1034305,3.1,1821
tt1034311,5.5,1775
tt1034320,4.3,4627
tt1034419,7.0,1922
tt1034449,4.6,2696
tt10350626,5.6,36229
tt1035498,5.3,1175
tt10358022,5.7,3360
tt10370116,8.3,3546
tt10370380,7.2,4084
tt1037222,5.2,2284
tt1038685,3.1,4763
tt1039952,7.3,3900
tt1039989,5.5,3397
tt10413566,5.7,4996
tt1041753,5.4,2004
tt10431010,7.4,2384
tt10441806,5.6,6252
tt10441958,5.8,2504
tt10443252,4.4,3145
tt10452480,7.5,2364
tt1046163,5.8,48000
tt1046173,5.7,220996
tt1046930,3.9,1312
tt1046936,5.1,1723
tt1047007,7.9,4134
tt1047102,3.7,1389
tt10472102,5.6,8450
tt10477558,7.5,8448
tt1047832,5.5,3141
tt1048144,5.2,1755
tt1049400,7.5,1795
tt10495746,7.8,2157
tt1050160,5.9,11200
tt1050739,4.9,1888
tt10515086,8.0,11874
tt10515988,5.3,19934
tt10516086,5.7,3632
tt1052040,4.5,3291
tt10521092,7.1,41032
tt10530176,7.1,52301
tt10532840,7.3,3445
tt10534500,8.7,19482
tt10534996,7.4,2332
tt1053859,4.6,20704
tt10539608,5.7,94028
tt1054115,5.1,4621
tt10543680,5.7,6004
tt1054631,4.6,2492
tt10549312,4.6,3900
tt10551608,7.8,4043
tt10554232,8.0,82317
tt10556320,5.1,3089
tt10569922,4.1,4645
tt1057500,7.3,173813
tt1057581,5.3,4088
tt10579952,7.4,90545
tt1058008,5.1,2114
tt1058601,5.9,1663
tt1058743,5.0,1227
tt1059836,5.8,12135
tt1059980,5.0,1321
tt10623524,7.5,3257
tt10627352,5.7,2219
tt10633456,7.4,124400
tt10635042,7.0,1907
tt10644282,5.1,2768
tt10645682,4.3,3491
tt1064932,7.1,47399
tt1065106,4.5,3594
tt1065329,4.2,1365
tt10662234,5.4,1726
tt10665338,5.5,107695
tt10675136,5.1,7705
tt1067920,7.6,3738
tt10682266,5.3,67799
tt1068646,7.5,37443
tt1068649,7.6,21058
tt10687070,8.3,9808
tt1068773,7.5,3752
tt10695464,4.6,1461
tt10699348,5.7,1766
tt1070874,7.7,204489
tt10710246,8.0,6134
tt1072438,5.4,2223
tt1072748,5.5,39193
tt1073105,5.7,55436
tt10731768,5.5,37997
tt1073223,7.6,3580
tt10734864,4.4,3041
tt1074214,5.1,3642
tt1075113,5.8,7862
tt10751548,7.5,905
tt10756134,3.6,1662
tt1075747,4.7,64533
tt10763618,7.1,7339
tt10768678,7.1,818
tt1077026,5.5,1649
tt1078188,7.5,40009
tt1078588,7.3,102464
tt1078940,5.6,120947
tt1079968,4.6,2274
tt1079980,4.6,1281
tt10817348,3.5,1765
tt1082007,5.6,1247
tt1082577,5.2,2811
tt1082599,4.8,3720
tt1082601,5.6,35233
tt1083452,7.3,107014
tt10834986,7.8,2950
tt10843306,5.3,9662
tt10845262,7.5,2108
tt1085799,7.2,2979
tt1086216,5.7,6774
tt10867504,6.8,1110
tt1087458,4.3,1475
tt1087461,4.6,20536
tt1087524,4.7,1527
tt1087832,4.5,1456
tt1087853,4.5,3921
tt1087856,3.3,2418
tt10883506,7.6,11421
tt10886166,3.3,107844
tt10887902,5.6,3876
tt10888594,1.8,181609
tt10895576,7.8,46058
tt10895780,5.1,248
tt10899402,4.2,7724
tt1090646,4.9,1416
tt1090671,4.8,3715
tt10915286,7.6,19667
tt1091863,7.1,1154
tt10919132,8.2,4857
tt10919240,8.0,15118
tt1092005,5.3,10375
tt1092019,7.1,3547
tt10930586,3.4,15651
tt10933680,5.8,6114
tt1093824,7.7,20271
tt1093842,7.5,6003
tt10941528,5.6,3498
tt1094275,7.0,1808
tt1094627,7.3,2463
tt10949778,5.2,4480
tt1095174,5.7,26367
tt1095423,5.7,3410
tt1095442,7.3,6253
tt10954652,5.8,182391
tt10958102,4.1,1575
tt10962368,5.3,40268
tt1096997,4.5,2236
tt1097256,7.9,1497
tt10975520,7.1,1786
tt1098226,7.2,3273
tt1098327,2.5,84559
tt10991188,5.0,4276
tt10994688,5.3,4960
tt1100051,5.1,8626
tt11003228,5.0,2036
tt11012066,3.6,23157
tt11023922,7.5,1421
tt1103153,5.5,99522
tt1103256,4.3,3775
tt1103273,5.6,3909
tt11033952,7.4,2150
tt1103982,5.5,17769
tt1104006,4.7,6463
tt11044122,7.7,2292
tt11044858,5.7,15649
tt1105709,5.5,6415
tt1105721,5.4,2814
tt1105747,4.1,4971
tt11060730,4.7,1447
tt11068166,7.0,2802
tt11073148,5.0,2812
tt1107816,4.5,6445
tt11081744,7.4,1354
tt11084896,5.5,5396
tt1109477,5.0,2531
tt1110209,5.8,4521
tt11112526,3.4,6833
tt11127256,2.8,4609
tt1113829,8.1,13393
tt1114277,7.5,2002
tt11143108,8.0,5936
tt11143634,6.9,1665
tt1114677,4.8,48613
tt11161374,3.6,3522
tt11163028,5.5,1903
tt11166002,3.9,3174
tt11167818,4.5,1311
tt11173106,8.0,2439
tt11173160,6.8,1897
tt11188624,5.2,4980
tt1119191,5.6,15372
tt11193002,7.2,3965
tt1119646,7.7,922654
tt11199410,5.5,15147
tt1120897,5.2,3084
tt1120985,7.3,224302
tt11213600,4.3,5506
tt1122614,7.1,1396
tt11230868,7.5,3994
tt11233960,7.2,127453
tt11235772,6.1,47824
tt1123894,3.9,1875
tt1124052,7.7,12420
tt11242218,5.6,11649
tt1125188,5.5,1582
tt1125254,7.0,9474
tt11253090,4.0,11437
tt1125849,7.9,330427
tt11263022,4.6,6049
tt11271990,7.0,1842
tt1127221,4.7,3036
tt11274100,5.0,3887
tt11276598,3.7,3450
tt1128075,8.0,17793
tt11286314,7.1,665807
tt11290556,8.2,1998
tt1129381,4.0,3059
tt1129428,5.9,6770
tt1129435,8.0,5290
tt11296132,4.4,2033
tt11306376,7.4,8783
tt11307724,5.1,6673
tt11307814,5.5,15823
tt1130884,8.2,1630334
tt1130964,5.6,1785
tt1130981,7.4,3081
tt1130988,7.0,41343
tt1130993,5.4,3674
tt11312700,6.9,1574
tt1131724,5.7,27461
tt1131729,7.3,120192
tt1131743,3.1,1163
tt1132135,4.4,1050
tt1132449,4.9,12516
tt1132608,5.5,1175
tt1132620,7.8,230044
tt1132626,5.8,147440
tt1133922,7.5,1379
tt1133935,7.1,3051
tt1133936,7.0,2478
tt1133985,5.5,307725
tt1133995,3.2,2774
tt11343416,2.9,2479
tt1134674,5.0,4422
tt1135095,5.4,5427
tt1135500,5.3,4740
tt11357580,6.6,5813
tt11358166,7.2,3986
tt1135941,5.5,2352
tt1136688,2.2,1754
tt1137477,4.2,1233
tt11374902,7.4,21661
tt11376010,6.8,4221
tt11378264,7.3,3597
tt11382384,7.8,31039
tt11384004,6.8,4822
tt11388278,5.8,5995
tt11388580,7.4,26547
tt11389748,7.6,19368
tt11389868,6.2,2529
tt1139085,5.6,2365
tt11394168,7.3,2307
tt11394180,7.4,7620
tt11394182,7.5,5955
tt11394276,7.5,3093
tt11394318,7.3,4278
tt1139668,4.7,54665
tt1139797,7.8,239101
tt11402172,3.1,1532
tt1142433,5.3,15635
tt1142798,6.0,8537
tt11433696,5.5,1534
tt1144539,7.2,8785
tt1144804,3.9,7947
tt1145157,5.4,3909
tt11457736,5.5,2601
tt1146320,5.5,4386
tt11464826,7.6,93942
tt1147684,5.1,7063
tt1148200,4.1,5914
tt1148261,7.0,4024
tt11486994,3.8,3133
tt1149361,7.1,32048
tt11505692,4.5,2043
tt11506054,7.6,1875
tt11506284,5.6,2207
tt1150946,4.1,1637
tt1150947,7.1,2480
tt1151309,7.5,14064
tt1151410,5.7,4196
tt11515380,5.3,564
tt1151911,4.3,1468
tt1151922,5.0,22987
tt1152282,7.7,4452
tt1152758,8.5,45160
tt11527964,4.7,4719
tt1152827,4.1,2114
tt1152850,7.1,21041
tt11529348,2.0,3434
tt1153102,4.4,1730
tt11536216,7.3,1236
tt1153706,3.6,13369
tt11542214,5.8,5905
tt1155060,5.9,1531
tt1155652,7.3,2261
tt1156398,7.5,663990
tt1156444,5.7,1232
tt1156516,7.2,1711
tt11576124,4.2,10610
tt11580854,8.5,28437
tt11580944,5.0,1460
tt11581174,8.0,25042
tt1159231,5.3,1784
tt1159922,5.6,2534
tt1159961,7.5,3417
tt1160317,4.3,2274
tt1160368,5.6,31760
tt11604676,8.0,10257
tt1160629,7.4,4387
tt1161064,3.2,1210
tt1161404,4.4,2559
tt11614912,5.0,7834
tt11615290,7.7,8783
tt1161646,4.0,1682
tt11618350,3.3,1203
tt1161951,2.9,960
tt1163752,7.4,2521
tt11649338,4.7,9870
tt1164999,7.4,97744
tt1165293,8.4,1596
tt11656172,3.1,19846
tt11657662,7.2,54905
tt11667452,7.2,1665
tt11691722,7.5,1227
tt1169270,5.8,1829
tt11692986,5.6,1686
tt1169809,5.3,8773
tt1170358,7.8,750298
tt1170399,5.5,1500
tt1170404,5.6,3100
tt1171701,8.0,36856
tt1172522,7.7,2422
tt1172570,7.0,148970
tt1172587,5.6,2200
tt1172963,7.3,7086
tt11730940,5.8,2270
tt11731768,7.2,2210
tt1173745,7.5,17101
tt1174041,3.4,3565
tt11742798,5.8,11664
tt1174691,7.0,1525
tt1174730,7.3,33371
tt11755300,7.2,2434
tt1176252,5.2,6012
tt11763296,4.1,2008
tt11767722,7.1,4465
tt1176960,5.6,3486
tt11771006,5.9,3326
tt11778272,7.7,2173
tt1178640,4.9,2029
tt1179071,3.8,1835
tt11790780,7.9,16808
tt11792734,3.7,8298
tt1179781,3.5,1343
tt1179891,5.4,64927
tt1179933,7.2,382145
tt1179947,7.7,5077
tt11809034,7.2,12063
tt1182921,5.5,14745
tt1182937,7.2,59231
tt1183917,4.2,1680
tt1183946,7.3,3886
tt1185264,4.9,3113
tt1185442,5.7,5783
tt1185836,7.1,36763
tt1186366,7.2,4646
tt1186369,7.1,9422
tt1186370,5.8,43241
tt1186371,5.2,1934
tt1186803,5.8,4247
tt1186830,7.1,76114
tt1187043,8.4,478496
tt1187044,7.3,6819
tt11881160,5.6,7651
tt1188982,5.1,22656
tt1188985,5.6,1720
tt1189073,7.6,179347
tt1189076,5.8,3383
tt1189340,7.3,269117
tt1189383,3.3,6135
tt11905462,7.6,13410
tt1190910,4.6,1183
tt1191138,5.1,4698
tt11924476,3.7,2407
tt1192628,7.3,316890
tt1193507,5.8,1919
tt1194236,5.1,2150
tt1194238,7.2,21105
tt1194437,5.4,1615
tt1194612,7.3,3178
tt1194624,5.5,2304
tt11947256,7.1,1965
tt11948256,6.5,3906
tt11953628,5.9,1631
tt1196134,5.5,7530
tt1196334,1.6,8590
tt11963736,7.4,2184
tt1198075,4.9,4356
tt1198153,5.7,3206
tt1198385,7.1,2727
tt11989890,8.9,35946
tt12013758,5.8,1685
tt1202222,3.5,3168
tt1202540,4.7,4993
tt12027020,7.2,2091
tt1203517,3.6,2261
tt1204342,7.1,100690
tt1204883,4.6,5625
tt1204977,4.5,61650
tt1205071,3.8,2727
tt1206086,4.6,1478
tt1206326,6.9,2123
tt1206881,3.0,1150
tt12091980,7.7,2538
tt1210071,5.1,1968
tt1210106,5.3,9247
tt1210166,7.6,505161
tt12108622,4.0,10078
tt1211837,7.5,873881
tt1212436,5.3,54653
tt1212974,4.5,14499
tt1213644,1.9,97723
tt1213856,5.5,1456
tt12154638,4.6,2247
tt1217565,7.3,4137
tt1217613,5.7,189975
tt12192190,5.2,3084
tt1219289,7.4,644107
tt1220213,5.2,8419
tt1220628,5.2,8906
tt1220634,5.8,186837
tt1220706,4.3,3792
tt1221207,5.3,2354
tt1222815,7.1,6512
tt1223236,7.5,6935
tt1223980,5.5,1489
tt1224376,5.8,1254
tt1225831,7.8,1446
tt1226240,7.1,15895
tt1227378,7.5,9041
tt1228931,4.3,5422
tt1228987,7.1,132868
tt1229366,5.3,1476
tt1229786,4.4,821
tt1229822,7.3,97433
tt12299714,7.1,3041
tt1230165,7.7,23469
tt1230206,4.5,2379
tt1230211,5.0,2431
tt1230544,7.0,1379
tt1231287,4.9,12633
tt1232831,7.2,5840
tt1233461,7.3,1669
tt12335692,3.5,14542
tt1234541,5.6,21621
tt1234542,5.4,1315
tt1234559,7.1,2121
tt1235448,5.2,14032
tt1235536,4.7,4728
tt12358104,4.3,5650
tt1235830,7.2,10031
tt1235841,7.5,17170
tt1235842,5.8,2479
tt12361974,7.9,470648
tt1236472,7.8,8945
tt1238302,4.1,1180
tt1238304,5.4,3244
tt1239267,7.1,1145
tt1239426,7.1,5628
tt12397078,7.2,2924
tt12399056,4.8,1931
tt12408808,5.6,3740
tt1241017,4.1,3206
tt1241195,7.6,11901
tt1241316,5.8,4673
tt1241325,7.0,3794
tt1241329,5.5,4101
tt1241721,5.0,1200
tt1242422,7.6,73675
tt1242522,7.0,1681
tt1242527,5.9,1934
tt1242881,5.3,2166
tt1244093,2.9,2006
tt1244666,7.5,3585
tt1244754,7.2,48075
tt12459520,5.6,3517
tt1247662,5.7,10051
tt1247690,5.5,31959
tt1247704,5.6,6809
tt12486200,5.7,1076
tt1248971,5.8,7663
tt12492650,6.1,3853
tt1251743,5.3,4938
tt1252329,5.6,1733
tt12537774,6.8,1151
tt12546872,5.4,3453
tt1254696,5.8,1644
tt1255919,3.9,41880
tt1255951,6.0,12504
tt1255953,8.3,247294
tt12592252,4.8,12692
tt1259570,5.6,1945
tt1260365,5.2,2241
tt1260567,4.8,2332
tt12607910,6.0,9851
tt1261047,8.0,17173
tt1261862,5.1,4477
tt1262406,3.0,1844
tt1262877,3.5,1769
tt1263670,7.2,98919
tt1263679,7.3,2709
tt1263757,3.6,1071
tt1264115,5.7,2007
tt12642180,7.8,1760
tt1264904,7.1,14866
tt1264914,7.2,5705
tt1266036,5.5,4501
tt1267319,5.5,5289
tt12680508,5.1,4931
tt1268204,7.8,9519
tt1268809,4.7,9040
tt1268970,4.1,1185
tt1268987,4.9,11246
tt1270277,5.6,2126
tt1270291,5.8,6353
tt1270761,5.5,52161
tt1270835,5.5,16389
tt1272013,4.8,2551
tt1273235,4.9,79493
tt1273678,5.5,49404
tt12747236,5.7,1332
tt1275590,5.5,2946
tt1275861,4.8,2301
tt1276105,5.6,3033
tt1276419,7.5,53851
tt12764606,3.9,2600
tt1276962,7.6,6900
tt1277737,7.9,23027
tt1278104,5.2,7896
tt1278124,5.2,1585
tt1278180,5.8,2106
tt1278322,4.6,1706
tt12789558,7.2,117209
tt12801262,7.4,220924
tt1280567,7.1,5878
tt1281374,5.8,2530
tt12829958,5.4,9008
tt1283887,5.4,3259
tt12839816,3.5,4125
tt1284028,7.4,2264
tt1285009,5.3,40009
tt1285016,7.8,814731
tt1285130,7.1,3151
tt1285240,5.6,1576
tt1285241,7.1,61840
tt1286129,5.5,3155
tt1286146,7.3,2250
